PID,Lot Frontage,Lot Area,Year Built,Year Remod/Add,Total Bsmt SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Fireplaces,Garage Cars,Wood Deck SF,SalePrice,SalePrice_Present,TotalPorch,Overall Qual,Overall Cond,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Kitchen Qual,Fireplace Qu,Garage Finish,Garage Qual,MS SubClass,MS Zoning,Lot Shape,Lot Config,Neighborhood,Condition 1,Roof Style,Exterior 1st,Foundation,Central Air,Garage Type,Sale Type,Sale Condition,Alley_simplificado,Land_Contour_simplificado,Land_Slope_simplificado,Roof_Matl_simplificado,Electrical_simplificado,FunctioNo aplical_simplificado,Paved_Drive_simplificado,PoolQC_simplificado,Fence_simplificado,Misc_Feature_simplificado
535378020,52.0,9022,1924,2006,768.0,0,792,0.0,0.0,1,0,2,1,0,1.0,316,109500,163307.15633957076,120,5,8,3,3,3,1,1,1,5,4,0,1,2,30,RL,Reg,Inside,OldTown,Norm,Gable,VinylSd,BrkTil,Y,Detchd,WD ,Normal,0,1,1,1,1,1,0,0,0,0
535378120,60.0,10230,1925,1950,1054.0,0,1078,0.0,0.0,1,0,3,1,0,1.0,0,125000,186423.6944515648,112,5,7,3,3,3,1,1,1,5,5,0,1,3,30,RL,Reg,Inside,OldTown,Norm,Gable,MetalSd,BrkTil,Y,Detchd,WD ,Normal,1,1,1,1,1,1,0,0,1,0
535381040,60.0,10410,1915,1950,1313.0,1064,2377,0.0,0.0,2,0,3,1,1,2.0,0,142900,213119.56749702885,432,4,5,3,3,3,1,1,1,3,4,3,1,3,50,RL,Reg,Inside,OldTown,Norm,Gable,MetalSd,BrkTil,Y,Detchd,WD ,Normal,1,1,1,1,1,0,1,0,0,0
535382100,60.0,7200,1910,2008,560.0,0,1690,0.0,0.0,2,0,4,1,0,2.0,0,156500,233402.46545335912,112,7,9,4,3,3,1,1,1,5,4,0,1,3,70,RL,Reg,Corner,OldTown,Artery,Gable,VinylSd,PConc,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535383060,90.0,5400,1940,1950,416.0,0,599,1.0,0.0,1,0,2,1,0,0.0,0,59000,87991.98378113858,81,2,5,3,2,3,1,1,1,4,4,0,0,0,30,RL,Reg,Inside,OldTown,Artery,Gable,Stucco,PConc,N,No aplica,WD ,Normal,0,1,1,1,0,1,0,0,0,0
535383070,90.0,5400,1920,1950,840.0,0,1374,0.0,0.0,1,0,2,1,0,1.0,0,105000,156595.90333931442,198,4,6,3,3,3,1,5,3,5,3,0,3,3,50,RL,Reg,Corner,OldTown,Artery,Gable,CBlock,PConc,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535383110,60.0,10800,1920,1950,720.0,0,846,0.0,0.0,1,0,2,1,0,2.0,0,106000,158087.29289492694,0,5,7,3,3,3,1,1,1,3,4,0,3,3,30,RL,Reg,Inside,OldTown,Norm,Gable,Wd Sdng,BrkTil,N,Detchd,WD ,Normal,1,1,1,1,1,1,0,0,0,0
535383120,60.0,10800,1890,1998,630.0,0,725,0.0,0.0,1,1,1,1,0,1.0,0,78500,117074.08011558268,30,3,5,3,3,3,1,1,1,3,3,0,1,3,30,RL,Reg,Corner,OldTown,Norm,Gable,VinylSd,BrkTil,Y,Detchd,WD ,Normal,1,1,1,1,0,1,1,0,0,0
535402010,81.0,9671,1969,1969,1248.0,0,2544,0.0,0.0,2,2,6,2,0,3.0,0,190000,283364.0155663785,0,6,5,3,3,3,1,1,1,3,3,0,2,3,90,RL,Reg,Corner,No aplicames,Artery,Gable,MetalSd,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535402090,83.0,10143,1963,1963,1380.0,0,1380,0.0,0.0,1,1,3,1,0,1.0,0,154000,229673.99156432785,216,6,7,3,3,3,1,3,1,2,3,0,1,3,20,RL,Reg,Inside,No aplicames,Norm,Gable,HdBoard,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
535402270,77.0,11500,1967,1967,1040.0,0,1040,1.0,0.0,1,0,3,1,1,2.0,0,163000,243096.49756484048,156,6,4,3,3,2,1,4,3,4,3,1,2,3,20,RL,IR1,Inside,No aplicames,Norm,Gable,HdBoard,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,0,1,0,1,0
535402330,91.0,11643,1969,1969,1248.0,0,2634,1.0,1.0,2,2,6,2,0,4.0,0,200000,298277.91112250363,0,5,5,3,3,3,1,2,1,3,3,0,1,3,90,RL,Reg,Inside,No aplicames,Artery,Gable,MetalSd,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535403190,62.0,8010,1958,2007,951.0,0,951,1.0,0.0,1,0,2,1,0,2.0,0,143500,214014.4012303964,42,6,9,4,3,3,2,6,1,4,4,0,1,3,20,RL,Reg,Inside,No aplicames,Norm,Hip,Wd Sdng,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,0,1
535403210,90.0,10454,1957,1957,1105.0,0,1105,0.0,0.0,1,0,3,1,0,1.0,0,135000,201337.59000769,0,6,6,3,3,3,1,3,1,4,3,0,1,3,20,RL,IR1,Corner,No aplicames,Norm,Hip,Plywood,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
535403280,64.0,8712,1957,2000,992.0,0,1306,1.0,0.0,1,0,2,1,0,1.0,0,153000,228182.6020087153,0,5,7,4,3,3,2,4,1,3,3,0,1,3,20,RL,IR1,Inside,No aplicames,Norm,Hip,MetalSd,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535425070,73.0,17600,1960,1960,1478.0,0,1478,1.0,0.0,2,0,3,1,2,2.0,0,157500,234893.85500897164,40,6,5,3,3,3,1,4,1,5,3,4,1,3,20,RL,IR1,Inside,No aplicames,Norm,Gable,Wd Sdng,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
535426150,80.0,9000,1958,1958,160.0,0,1142,0.0,0.0,1,0,2,1,1,1.0,0,113500,169272.71456202082,92,6,6,3,4,3,4,1,1,2,3,4,2,3,20,RL,IR1,Inside,No aplicames,Norm,Flat,Wd Sdng,CBlock,Y,Basment,WD ,Normal,0,0,0,0,1,1,1,0,0,0
535450070,60.0,12144,1949,1950,832.0,232,1268,0.0,0.0,1,0,3,1,1,1.0,0,133000,198354.8108964649,28,5,7,3,3,3,1,3,1,4,3,4,1,3,40,RL,Reg,Inside,No aplicames,Norm,Gable,HdBoard,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,1
535450160,60.0,8544,1950,1950,0.0,0,1040,0.0,0.0,2,0,2,2,0,2.0,0,92900,138550.08971640296,0,3,4,3,0,0,0,0,0,2,3,0,1,3,90,RL,Reg,Corner,No aplicames,Norm,Gable,BrkFace,Slab,N,Detchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
535450200,60.0,8064,1950,1950,795.0,0,1133,0.0,0.0,1,0,3,1,0,2.0,0,128500,191643.5578962086,231,6,5,3,3,3,3,3,1,4,3,0,1,3,50,RL,Reg,Inside,No aplicames,Artery,Gable,Wd Sdng,CBlock,N,Detchd,COD,Abnorml,0,1,1,1,1,1,1,0,0,0
535451170,60.0,7200,1949,1950,0.0,0,1040,0.0,0.0,2,0,2,2,0,2.0,0,90000,134225.06000512664,0,4,5,3,0,0,0,0,0,2,3,0,1,3,90,RL,Reg,Inside,No aplicames,Norm,Gable,BrkFace,Slab,N,Detchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
535451250,60.0,7200,1950,1982,1208.0,0,1904,1.0,0.0,1,1,3,1,0,1.0,0,138000,205811.75867452752,168,5,4,3,3,3,1,3,4,4,3,0,1,3,50,RL,Reg,Inside,No aplicames,Norm,Gable,VinylSd,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,0,0,1,0,1,0
535452090,71.0,7350,1958,1958,1041.0,0,1041,0.0,0.0,1,0,3,1,0,1.0,0,128000,190897.86311840237,0,5,6,3,3,3,1,1,1,4,3,0,2,3,20,RL,Reg,Inside,No aplicames,Norm,Hip,BrkFace,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
535452100,70.0,7560,1958,1965,1029.0,0,1339,0.0,0.0,1,0,3,1,0,1.0,0,139000,207303.14823014004,0,5,6,3,3,3,1,2,1,3,3,0,1,3,20,RL,Reg,Inside,No aplicames,Norm,Hip,BrkFace,CBlock,Y,Attchd,COD,Abnorml,0,1,1,1,1,0,1,0,1,0
535452140,60.0,7200,1952,1952,732.0,0,732,1.0,0.0,1,0,2,1,0,1.0,0,118900,177326.2181623284,68,5,7,4,3,4,1,5,4,3,3,0,1,3,20,RL,Reg,Corner,No aplicames,Norm,Gable,MetalSd,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535453100,80.0,8000,1959,1959,528.0,0,1183,1.0,0.0,1,0,3,1,0,1.0,0,138000,205811.75867452752,0,5,5,3,4,3,3,6,3,3,3,0,2,3,80,RL,Reg,Inside,No aplicames,Norm,Gable,BrkFace,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
535453200,70.0,7931,1959,1959,1148.0,0,1148,1.0,0.0,1,0,3,1,0,1.0,0,132500,197609.11611865868,0,5,5,3,3,3,1,4,1,3,3,0,1,3,20,RL,Reg,Inside,No aplicames,Norm,Hip,BrkFace,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
535454100,60.0,10800,1949,1996,832.0,0,1461,0.0,0.0,2,0,4,1,0,1.0,0,133500,199100.5056742712,204,4,7,3,3,3,1,1,1,3,3,0,1,3,50,RL,Reg,Inside,No aplicames,Artery,Gable,MetalSd,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
535454160,60.0,8064,1948,1994,864.0,431,1495,0.0,0.0,1,0,3,1,0,2.0,180,135000,201337.59000769,36,6,7,3,3,3,1,2,1,3,3,0,1,3,50,RL,Reg,Corner,No aplicames,Artery,Gable,MetalSd,CBlock,Y,Detchd,COD,Abnorml,0,1,1,1,1,1,1,0,0,0
535475010,76.0,7570,1964,1964,780.0,0,1806,0.0,0.0,1,1,4,1,0,2.0,0,144750,215878.638174912,55,6,5,3,3,3,1,1,1,3,3,0,1,3,60,RL,Reg,Corner,No aplicames,Norm,Gable,HdBoard,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535476110,75.0,8604,1978,1978,941.0,0,941,1.0,0.0,1,0,2,1,0,2.0,0,145000,216251.4855638152,40,5,7,4,4,3,3,6,1,4,4,0,1,3,90,RL,IR1,Inside,No aplicames,Norm,Gable,Plywood,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535476240,80.0,7936,1963,1963,1045.0,0,1045,1.0,0.0,1,0,3,1,1,1.0,0,127000,189406.47356278985,0,6,6,3,3,3,1,4,1,3,3,2,2,3,20,RL,Reg,Inside,No aplicames,Norm,Hip,HdBoard,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535477150,60.0,6600,1962,1962,894.0,0,894,0.0,0.0,1,0,2,1,0,1.0,0,109500,163307.15633957076,0,5,5,3,3,3,1,1,1,4,3,0,1,3,20,RL,Reg,Inside,No aplicames,PosN,Hip,MetalSd,CBlock,N,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
902101010,60.0,3950,1926,2004,818.0,0,1224,0.0,0.0,1,0,3,1,0,1.0,0,115000,171509.7988954396,116,6,8,3,3,3,1,3,1,3,3,0,1,3,50,RM,Reg,Inside,OldTown,Artery,Gable,MetalSd,CBlock,Y,Detchd,WD ,Normal,1,0,1,1,1,1,0,0,0,0
902102080,60.0,10440,1910,1981,440.0,0,1230,0.0,0.0,1,1,2,1,0,2.0,74,110000,164052.85111737702,128,5,6,3,3,3,1,1,1,4,3,0,1,3,50,RM,Reg,Corner,OldTown,Norm,Gable,Wd Sdng,PConc,Y,Detchd,WD ,Normal,1,1,1,1,1,1,1,0,1,0
902103100,68.0,4080,1935,1998,901.0,0,1378,0.0,0.0,1,0,3,1,0,1.0,54,128900,192240.1137184536,40,6,8,3,3,3,1,1,1,4,4,0,1,2,50,RM,Reg,Inside,OldTown,Norm,Gable,Wd Sdng,PConc,Y,Detchd,WD ,Normal,1,1,1,1,1,1,0,0,0,0
902103120,57.0,10307,1910,1950,972.0,0,1944,1.0,0.0,2,0,4,2,0,2.0,0,103500,154358.81900589564,197,6,5,3,3,3,2,2,1,4,3,0,1,2,90,RM,Reg,Inside,OldTown,Norm,Gable,Wd Sdng,CBlock,N,Detchd,WD ,Normal,1,1,1,1,0,1,0,0,0,0
902103170,52.0,5720,1941,1950,676.0,0,1131,0.0,0.0,1,1,3,1,0,1.0,26,66500,99177.40544823249,0,5,6,3,3,3,1,1,1,5,3,0,1,3,50,RM,Reg,Inside,OldTown,Artery,Gable,Wd Sdng,CBlock,Y,Detchd,WD ,Abnorml,0,1,1,1,1,1,1,0,0,0
902105050,90.0,15660,1910,2003,240.0,0,1306,0.0,0.0,1,1,3,1,0,2.0,0,130000,193880.64222962735,0,5,8,4,3,3,1,1,1,3,4,0,1,2,50,RM,Reg,Inside,OldTown,Norm,Gable,VinylSd,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,1,1,0,0,1,0
902105060,90.0,9900,1910,2002,504.0,0,1464,0.0,0.0,2,0,3,1,0,0.0,0,129000,192389.2526740149,176,5,8,3,3,3,1,1,1,5,3,0,0,0,70,RM,Reg,Corner,OldTown,Norm,Gable,VinylSd,CBlock,Y,No aplica,WD ,Normal,0,1,1,1,1,1,0,0,0,0
902106010,57.0,6406,1939,1950,690.0,0,1558,0.0,0.0,1,1,3,1,1,2.0,0,150000,223708.4333418777,218,5,6,3,3,3,1,5,1,3,3,4,1,3,70,RM,Reg,Inside,OldTown,Norm,Gable,Wd Sdng,BrkTil,Y,Detchd,WD ,Normal,1,1,1,1,0,1,1,0,1,0
902106060,60.0,6600,1892,1965,994.0,0,2372,0.0,0.0,2,0,4,2,0,1.0,0,107500,160324.37722834572,287,5,4,3,3,3,1,1,1,3,3,0,2,3,70,RM,Reg,Corner,OldTown,Norm,Gable,Wd Sdng,Stone,N,Attchd,WD ,Normal,0,1,1,1,1,0,1,0,0,0
902109130,63.0,7627,1920,1950,600.0,0,1701,0.0,0.0,2,0,4,2,0,0.0,0,94550,141010.88248316362,148,4,6,3,2,1,1,1,1,4,2,0,0,0,190,RM,Reg,Corner,OldTown,Artery,Gable,AsbShng,BrkTil,N,No aplica,WD ,Normal,0,1,1,1,1,1,0,0,0,0
902109140,60.0,7596,1952,1952,960.0,0,1960,0.0,0.0,2,0,4,2,0,2.0,0,124500,185677.9996737585,0,5,5,3,3,3,1,1,1,4,3,0,1,3,90,RM,Reg,Inside,OldTown,Artery,Hip,Wd Sdng,CBlock,Y,Detchd,COD,Normal,1,1,1,1,1,1,0,0,0,0
902110080,60.0,3378,1946,1992,651.0,0,1389,0.0,0.0,1,1,3,1,2,1.0,0,135000,201337.59000769,126,7,8,4,3,3,1,1,1,4,3,4,1,3,60,RM,Reg,Inside,OldTown,Norm,Gable,HdBoard,CBlock,Y,Detchd,WD ,Normal,1,0,1,1,1,1,0,0,0,0
902134120,56.0,10134,1910,1950,801.0,0,1447,0.0,0.0,1,0,3,1,0,0.0,80,103000,153613.12422808938,244,5,5,3,2,3,1,1,1,4,3,0,0,0,50,RM,Reg,Inside,OldTown,Norm,Gable,MetalSd,BrkTil,N,No aplica,WD ,Normal,1,1,1,1,1,1,0,0,0,0
902135020,60.0,6000,1953,1953,936.0,0,936,0.0,0.0,1,0,2,1,0,2.0,0,93000,138699.2286719642,144,4,4,3,2,3,1,1,1,3,3,0,1,3,20,RM,Reg,Inside,OldTown,Norm,Gable,MetalSd,CBlock,N,Detchd,WD ,Normal,1,0,0,1,1,0,1,0,0,0
902201110,50.0,6000,1950,1970,768.0,0,1328,0.0,0.0,1,1,3,1,0,1.0,0,129500,193134.94745182112,12,5,7,5,3,3,1,4,1,3,3,0,1,3,50,RM,Reg,Inside,OldTown,Norm,Gable,Wd Sdng,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,0,1,1,0,1,0
902202150,50.0,6000,1954,1954,811.0,0,1387,0.0,0.0,2,0,3,2,0,1.0,0,93000,138699.2286719642,0,5,4,3,3,3,1,1,1,3,4,0,1,3,190,RM,Reg,Inside,OldTown,Norm,Gable,Wd Sdng,CBlock,Y,BuiltIn,WD ,Normal,0,1,1,1,0,1,1,0,0,0
902204080,62.0,7404,1920,1950,861.0,0,861,0.0,0.0,1,0,2,1,0,2.0,0,80000,119311.16444900146,128,4,6,3,2,3,1,1,1,3,3,0,1,3,30,RM,Reg,Corner,OldTown,Norm,Gable,MetalSd,BrkTil,Y,Detchd,Oth,Normal,0,1,1,1,1,1,0,0,0,0
902205010,50.0,5925,1940,1950,0.0,0,612,0.0,0.0,1,0,1,1,0,1.0,0,45000,67112.53000256332,25,2,4,4,0,0,0,0,0,2,3,0,1,3,30,RM,Reg,Corner,OldTown,Norm,Gable,MetalSd,BrkTil,N,Detchd,WD ,Normal,0,1,1,1,0,1,0,0,0,0
902205030,50.0,5925,1910,1950,600.0,0,968,0.0,0.0,1,0,2,1,0,0.0,0,37900,56523.66415771444,0,3,6,3,3,3,1,1,1,2,3,0,0,0,50,RM,Reg,Inside,OldTown,Norm,Gable,VinylSd,BrkTil,N,No aplica,WD ,Abnorml,0,1,1,1,1,1,1,0,1,0
902206260,50.0,5784,1938,1996,190.0,0,886,0.0,0.0,1,0,2,1,0,1.0,144,91300,136163.8664274229,100,5,8,3,2,3,1,1,1,4,3,0,1,3,30,RM,Reg,Inside,OldTown,Artery,Gable,MetalSd,BrkTil,Y,Attchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
902207170,60.0,8520,1923,1950,624.0,0,792,0.0,0.0,1,0,2,1,0,1.0,0,99500,148393.26078344556,81,5,8,3,2,3,1,1,1,3,3,0,1,3,30,RM,Reg,Inside,OldTown,Norm,Gable,Stucco,PConc,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
902300090,33.0,4456,1920,2008,736.0,0,1452,0.0,0.0,2,0,2,3,0,0.0,0,113000,168527.01978421456,102,4,5,3,3,3,1,1,1,4,3,0,0,0,190,RM,Reg,Inside,OldTown,Norm,Gable,MetalSd,BrkTil,Y,No aplica,New,Partial,0,1,1,1,1,1,0,0,0,0
902301060,60.0,9600,1910,1950,677.0,0,1510,0.0,0.0,2,0,3,1,0,2.0,0,87500,130496.58611609536,160,4,4,4,2,3,1,1,1,3,4,0,1,3,70,RM,Reg,Inside,OldTown,Norm,Gable,VinylSd,BrkTil,Y,Detchd,WD ,Normal,0,1,1,1,1,1,0,0,0,0
902301080,50.0,3500,1947,1950,720.0,0,1284,0.0,0.0,1,1,2,1,0,1.0,0,110000,164052.85111737702,35,5,7,3,3,3,1,2,1,3,3,0,1,3,50,RM,Reg,Inside,OldTown,Norm,Gable,AsbShng,CBlock,Y,Detchd,WD ,Normal,1,1,1,1,1,1,1,0,1,0
902325070,90.0,8100,1898,1965,849.0,0,2138,0.0,0.0,2,0,2,3,0,2.0,40,106000,158087.29289492694,156,5,5,3,3,3,1,1,1,3,3,0,1,2,75,RM,Reg,Corner,OldTown,Norm,Hip,AsbShng,PConc,N,Detchd,WD ,Normal,0,1,1,1,0,1,0,0,1,0
902326030,65.0,11700,1880,2003,1240.0,0,2640,0.0,0.0,1,1,4,1,1,4.0,181,265979,396678.302612262,386,7,7,3,3,2,1,1,1,3,4,4,1,3,70,RM,IR1,Corner,OldTown,Norm,Mansard,Stucco,Stone,N,Detchd,WD ,Normal,1,1,1,1,1,1,0,0,0,0
902327070,70.0,8400,1900,1950,917.0,0,2007,0.0,0.0,2,0,3,1,0,1.0,0,160000,238622.3288980029,235,6,7,3,2,4,2,1,1,4,5,0,1,3,70,RM,Reg,Corner,OldTown,Artery,Gable,Stucco,BrkTil,Y,Detchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
902329080,60.0,3600,1917,2007,624.0,0,1288,1.0,0.0,1,0,3,1,1,1.0,0,119000,177475.35711788968,103,6,7,3,3,3,1,1,1,5,5,4,1,3,70,RM,Reg,Inside,OldTown,Norm,Gable,Stucco,BrkTil,Y,Attchd,WD ,Normal,1,1,1,1,1,1,0,0,0,0
902330040,121.0,17671,1882,1986,916.0,0,1742,0.0,0.0,1,1,4,1,1,2.0,0,168000,250553.44534290308,169,8,9,4,3,3,1,4,1,4,4,4,1,3,70,RM,Reg,Corner,OldTown,Artery,Gable,Wd Sdng,BrkTil,Y,Attchd,WD ,Normal,1,1,1,1,1,1,0,0,0,0
902331010,60.0,3300,1910,1950,624.0,0,816,0.0,0.0,1,0,2,1,1,0.0,0,58500,87246.28900333232,33,4,3,3,3,3,1,1,1,5,3,4,0,0,30,C (all),Reg,Inside,OldTown,Norm,Gable,Stucco,BrkTil,Y,No aplica,WD ,Normal,0,1,1,1,1,1,0,0,0,0
902401130,50.0,9000,1920,1988,650.0,0,1482,0.0,1.0,1,0,3,1,0,2.0,0,143000,213268.7064525901,0,7,9,4,3,3,1,5,1,5,3,0,1,3,70,RM,Reg,Inside,OldTown,Artery,Hip,VinylSd,PConc,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
902402150,60.0,7200,1910,2006,1022.0,0,1022,1.0,0.0,1,0,2,1,0,1.0,0,85000,126768.11222706403,256,5,4,3,3,3,1,5,3,3,3,0,1,3,30,RM,Reg,Inside,OldTown,Norm,Hip,MetalSd,BrkTil,N,Detchd,WD ,Normal,0,1,1,1,1,0,1,0,0,0
902405100,98.0,8820,1890,1996,1088.0,120,1869,0.0,0.0,1,0,2,1,0,2.0,48,124900,186274.55549600357,244,5,6,3,3,3,1,2,1,3,3,0,1,3,50,RM,Reg,Corner,OldTown,Norm,Hip,VinylSd,BrkTil,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
902405120,60.0,5400,1920,1950,972.0,436,1480,0.0,0.0,1,0,3,1,0,1.0,0,119000,177475.35711788968,176,6,6,3,3,3,1,1,1,5,3,0,1,2,50,RM,Reg,Inside,OldTown,Norm,Gable,MetalSd,BrkTil,Y,Detchd,ConLI,Family,0,1,1,1,1,1,1,0,0,0
902406070,60.0,9720,1910,2002,741.0,0,1521,0.0,0.0,1,0,4,1,0,3.0,0,146500,218488.56989723392,238,6,7,3,3,3,1,1,1,5,4,0,1,3,70,RM,Reg,Inside,OldTown,Norm,Gable,MetalSd,PConc,Y,Detchd,WD ,Normal,1,1,1,1,1,1,1,0,1,0
902477120,60.0,7879,1920,1950,720.0,0,720,0.0,0.0,1,0,2,1,0,0.0,0,34900,52049.495490876885,638,4,5,3,3,3,1,3,1,3,3,0,0,0,30,C (all),Reg,Inside,IDOTRR,Norm,Gable,Wd Sdng,CBlock,N,No aplica,WD ,Abnorml,0,1,1,1,0,1,0,0,1,0
902477130,72.0,9392,1900,1950,245.0,0,797,0.0,0.0,1,0,2,1,0,0.0,0,44000,65621.1404469508,130,3,3,2,2,3,1,1,1,3,3,0,0,0,30,C (all),Reg,Corner,IDOTRR,Norm,Mansard,AsbShng,CBlock,N,No aplica,WD ,Abnorml,0,1,1,1,1,1,0,0,0,0
903200080,144.0,21384,1923,2004,1324.0,0,1576,2.0,0.0,1,1,3,1,1,2.0,0,223500,333325.56567939784,312,5,6,3,3,3,4,6,1,5,4,3,2,3,70,RL,Reg,Inside,BrkSide,Norm,Gable,Wd Sdng,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
903201020,51.0,6615,1923,1950,1022.0,0,1432,0.0,0.0,1,0,3,1,1,1.0,266,149000,222217.0437862652,61,6,6,3,3,3,1,1,1,3,4,4,1,2,30,RL,Reg,Inside,BrkSide,Norm,Gable,MetalSd,BrkTil,N,BuiltIn,WD ,Normal,0,1,1,1,0,1,1,0,1,0
903201080,55.0,7264,1925,2007,952.0,0,1548,0.0,0.0,2,1,3,1,0,2.0,74,205000,305734.85890056624,144,7,7,4,3,3,1,1,1,4,5,0,1,3,50,RL,Reg,Inside,BrkSide,Norm,Gable,Wd Sdng,BrkTil,N,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
903202170,50.0,4960,1930,1982,297.0,0,1654,0.0,0.0,2,0,3,1,1,1.0,244,137000,204320.369118915,60,5,7,3,3,3,1,1,1,5,3,4,1,3,70,RL,Reg,Inside,BrkSide,RRAn,Gable,WdShing,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,1,1,0,0,0,0
903205040,51.0,8854,1916,1950,952.0,0,952,0.0,0.0,1,0,2,1,1,1.0,0,121000,180458.13622911472,138,6,6,3,3,3,1,1,1,2,2,4,1,2,30,RL,Reg,Inside,BrkSide,Norm,Gable,Wd Sdng,BrkTil,N,Detchd,WD ,Normal,0,1,1,1,0,1,0,0,0,0
903226130,50.0,6000,1936,1950,672.0,0,1324,0.0,0.0,1,0,3,1,0,1.0,0,128000,190897.86311840237,0,4,6,3,3,3,1,4,1,3,3,0,1,3,50,RM,Reg,Inside,BrkSide,Norm,Gable,MetalSd,BrkTil,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
903226170,50.0,6000,1937,2000,698.0,0,1176,0.0,0.0,1,0,2,1,0,2.0,210,134900,201188.45105212872,0,6,9,3,3,3,1,1,1,3,3,0,1,3,50,RM,Reg,Inside,BrkSide,Norm,Gable,MetalSd,BrkTil,Y,Detchd,WD ,Normal,0,1,1,1,1,1,0,0,0,0
903227070,50.0,6000,1925,1997,884.0,0,1348,1.0,0.0,1,0,3,1,1,1.0,0,117000,174492.57800666464,208,5,8,3,3,3,1,1,1,5,3,2,1,3,50,RM,Reg,Corner,BrkSide,Norm,Gable,Wd Sdng,BrkTil,Y,Detchd,WD ,Normal,0,1,1,1,1,1,0,0,0,0
903227090,50.0,6000,1939,1950,780.0,0,1412,0.0,0.0,1,0,4,1,1,1.0,45,132500,197609.11611865868,0,6,6,2,3,3,1,1,1,5,3,4,1,3,50,RM,Reg,Inside,BrkSide,Norm,Gable,MetalSd,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
903228070,60.0,6000,1924,1950,468.0,0,1142,0.0,0.0,1,0,3,1,0,1.0,0,93000,138699.2286719642,98,5,5,3,3,3,1,3,1,4,3,0,3,3,50,RM,Reg,Corner,BrkSide,Norm,Gable,Stucco,BrkTil,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
903228120,50.0,6000,1926,2004,884.0,0,904,0.0,0.0,1,0,2,1,0,1.0,0,119000,177475.35711788968,105,6,7,3,3,3,1,1,1,4,3,0,1,3,45,RM,Reg,Inside,BrkSide,Norm,Gable,Wd Sdng,PConc,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
903230100,60.0,6911,1924,1950,1145.0,0,1301,0.0,0.0,1,0,2,1,0,2.0,0,100000,149138.95556125182,0,5,5,3,3,3,2,2,1,3,2,0,1,3,30,RM,Reg,FR2,BrkSide,Feedr,Gable,Wd Sdng,PConc,Y,Detchd,WD ,Normal,0,1,1,1,1,0,1,0,0,0
903231010,51.0,6120,1936,1950,927.0,0,1539,0.0,0.0,1,1,3,1,0,2.0,112,141500,211031.6221191713,0,5,6,2,3,3,1,1,1,3,3,0,1,3,50,RM,Reg,Corner,BrkSide,Norm,Gable,Wd Sdng,BrkTil,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
