Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,FunctioNo aplical,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,SalePrice_Present
832,906392130,60,RL,79.0,11646,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,704.0,704.0,GasA,Ex,Y,SBrkr,704,718,0,1422,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,440.0,TA,TA,Y,36,28,0,0,0,0,No aplica,No aplica,No aplica,0,7,2009,WD ,Normal,173000,258010.39312096566
833,906402060,80,RL,,12800,Pave,No aplica,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518.0,Unf,0.0,0.0,1518.0,GasA,Gd,Y,SBrkr,1644,0,0,1644,1.0,1.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989.0,Fin,2.0,569.0,TA,TA,Y,80,0,0,0,396,0,No aplica,No aplica,No aplica,0,8,2009,WD ,Normal,275000,410132.1277934425
834,906426210,60,RL,,16698,Pave,No aplica,IR1,HLS,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,800.0,Unf,0.0,649.0,1449.0,GasA,Gd,Y,SBrkr,944,815,0,1759,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1992.0,Unf,2.0,525.0,TA,TA,Y,150,193,0,0,0,0,No aplica,No aplica,No aplica,0,6,2009,WD ,Normal,233500,348239.46123552305
835,906475070,60,RL,,28698,Pave,No aplica,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,No aplica,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,249.0,ALQ,764.0,0.0,1013.0,GasA,TA,Y,SBrkr,1160,966,0,2126,0.0,1.0,2,1,3,1,TA,7,Min2,0,No aplica,Attchd,1967.0,Fin,2.0,538.0,TA,TA,Y,486,0,0,0,225,0,No aplica,No aplica,No aplica,0,6,2009,WD ,Abnorml,185000,275907.0677883159
836,907126010,20,RL,82.0,12464,Pave,No aplica,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,732.0,Unf,0.0,308.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,Gd,6,Typ,0,No aplica,Detchd,2000.0,Unf,2.0,576.0,TA,TA,Y,168,0,0,0,0,0,No aplica,GdPrv,No aplica,0,11,2009,WD ,Normal,152000,226691.21245310278
837,907126050,20,RL,65.0,9757,Pave,No aplica,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,TA,Gd,PConc,TA,TA,No,ALQ,755.0,Unf,0.0,235.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,TA,5,Typ,0,No aplica,Attchd,1995.0,RFn,1.0,440.0,TA,TA,Y,66,0,0,0,92,0,No aplica,No aplica,No aplica,0,10,2009,WD ,Normal,143000,213268.70645259012
838,907130100,60,RL,65.0,15426,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821.0,Unf,0.0,107.0,928.0,GasA,Ex,Y,SBrkr,928,836,0,1764,1.0,0.0,2,1,3,1,Gd,7,Typ,0,No aplica,Attchd,1997.0,RFn,2.0,470.0,TA,TA,Y,276,99,0,0,0,0,No aplica,MnPrv,No aplica,0,8,2009,WD ,Normal,231500,345256.682124298
839,907131090,60,RL,43.0,10667,Pave,No aplica,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385.0,ALQ,344.0,70.0,799.0,GasA,Ex,Y,SBrkr,827,834,0,1661,1.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,RFn,2.0,550.0,TA,TA,Y,158,61,0,0,0,0,No aplica,No aplica,No aplica,0,4,2009,ConLw,Normal,212000,316174.5857898539
840,907131190,20,RL,65.0,14753,Pave,No aplica,IR2,Low,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,950.0,Unf,0.0,513.0,1463.0,GasA,Ex,Y,SBrkr,1463,0,0,1463,1.0,0.0,2,0,3,1,TA,5,Typ,0,No aplica,Attchd,1998.0,Fin,2.0,539.0,TA,TA,Y,0,81,0,0,0,0,No aplica,GdPrv,No aplica,0,12,2009,WD ,Normal,207000,308717.6380117913
841,907135040,20,RL,112.0,10859,Pave,No aplica,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1097.0,1097.0,GasA,Ex,Y,SBrkr,1097,0,0,1097,0.0,0.0,1,1,3,1,TA,6,Typ,0,No aplica,Attchd,1995.0,Unf,2.0,672.0,TA,TA,Y,392,64,0,0,0,0,No aplica,No aplica,No aplica,0,6,2009,WD ,Normal,145000,216251.48556381516
842,907135170,20,RL,60.0,8072,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,746.0,Unf,0.0,244.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,TA,5,Typ,0,No aplica,Detchd,2000.0,Unf,2.0,480.0,TA,TA,Y,0,64,0,0,0,0,No aplica,No aplica,No aplica,0,5,2009,WD ,Normal,138000,205811.75867452752
843,907175100,60,RL,80.0,10400,Pave,No aplica,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,866.0,866.0,GasA,Ex,Y,SBrkr,866,913,0,1779,0.0,0.0,2,1,3,1,Gd,6,Typ,0,No aplica,Attchd,1998.0,RFn,2.0,546.0,TA,TA,Y,198,36,0,0,0,0,No aplica,No aplica,No aplica,0,3,2009,WD ,Normal,197900,295145.9930557174
844,907180130,20,RL,78.0,10335,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679.0,Unf,0.0,811.0,1490.0,GasA,Ex,Y,SBrkr,1501,0,0,1501,1.0,0.0,2,0,3,1,Gd,6,Typ,0,No aplica,Attchd,1999.0,RFn,2.0,577.0,TA,TA,Y,144,29,0,0,0,0,No aplica,No aplica,No aplica,0,6,2009,WD ,Normal,204000,304243.4693449537
845,907181100,20,RL,68.0,9017,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,560.0,Unf,0.0,871.0,1431.0,GasA,Ex,Y,SBrkr,1431,0,0,1431,1.0,0.0,2,0,3,1,Gd,6,Typ,0,No aplica,Attchd,1999.0,Fin,2.0,666.0,TA,TA,Y,0,35,0,0,0,0,No aplica,No aplica,No aplica,0,9,2009,WD ,Normal,192000,286346.7946776035
846,907185050,60,RL,70.0,8750,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,Gd,TA,No,GLQ,606.0,Unf,0.0,322.0,928.0,GasA,Ex,Y,SBrkr,928,844,0,1772,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,RFn,2.0,492.0,TA,TA,Y,150,96,0,0,0,0,No aplica,No aplica,No aplica,0,4,2009,WD ,Normal,200000,298277.91112250363
847,907192030,60,RL,68.0,8935,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,831.0,831.0,GasA,Ex,Y,SBrkr,831,829,0,1660,0.0,0.0,2,1,3,1,Gd,7,Typ,0,No aplica,Attchd,2002.0,RFn,2.0,493.0,TA,TA,Y,144,68,0,0,0,0,No aplica,No aplica,No aplica,0,7,2009,WD ,Normal,195000,290820.9633444411
848,907192090,20,RL,67.0,9808,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788.0,Unf,0.0,785.0,1573.0,GasA,Ex,Y,SBrkr,1573,0,0,1573,1.0,0.0,2,0,3,1,Gd,6,Typ,0,No aplica,Attchd,2002.0,RFn,2.0,544.0,TA,TA,Y,0,72,0,0,0,0,No aplica,No aplica,No aplica,0,3,2009,WD ,Normal,227000,338545.42912404164
849,907194010,60,RL,79.0,12420,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,666.0,Unf,0.0,278.0,944.0,GasA,Ex,Y,SBrkr,944,896,0,1840,1.0,0.0,2,1,3,1,Gd,6,Typ,0,No aplica,Attchd,2001.0,RFn,2.0,622.0,TA,TA,Y,0,45,0,0,0,0,No aplica,No aplica,No aplica,0,6,2009,WD ,Normal,230000,343019.5977908792
850,907194110,20,RL,67.0,16285,Pave,No aplica,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1413.0,1413.0,GasA,Ex,Y,SBrkr,1430,0,0,1430,0.0,0.0,2,0,3,1,Gd,6,Typ,0,No aplica,Attchd,2001.0,RFn,2.0,605.0,TA,TA,Y,0,33,0,0,0,0,No aplica,No aplica,No aplica,0,6,2009,WD ,Normal,187100,279038.9858551022
851,907194160,20,RL,65.0,10739,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,1259.0,Unf,0.0,172.0,1431.0,GasA,Ex,Y,SBrkr,1444,0,0,1444,1.0,0.0,2,0,3,1,Gd,6,Typ,0,No aplica,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,144,40,0,0,0,0,No aplica,No aplica,No aplica,0,4,2009,WD ,Normal,203000,302752.0797893412
852,907196060,20,RL,75.0,11166,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,1468.0,1492.0,GasA,Ex,Y,SBrkr,1492,0,0,1492,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,0,114,0,0,168,0,No aplica,No aplica,No aplica,0,7,2009,WD ,Family,201000,299769.30067811615
853,907200230,20,RL,60.0,8430,Pave,No aplica,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,TA,TA,CBlock,Gd,TA,No,Rec,616.0,Unf,0.0,424.0,1040.0,GasA,TA,Y,SBrkr,1040,0,0,1040,0.0,0.0,2,0,3,1,TA,5,Typ,0,No aplica,No aplica,0.0,No aplica,0.0,0.0,No aplica,No aplica,Y,0,0,0,0,0,0,No aplica,No aplica,No aplica,0,8,2009,WD ,Normal,124000,184932.30489595226
854,907201220,20,RL,,16269,Pave,No aplica,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,BrkTil,Gd,TA,Av,GLQ,625.0,Unf,0.0,282.0,907.0,GasA,TA,Y,SBrkr,907,0,0,907,0.0,0.0,1,0,3,1,TA,5,Typ,0,No aplica,Attchd,1978.0,Unf,1.0,343.0,TA,TA,Y,72,0,0,0,0,0,No aplica,MnPrv,No aplica,0,7,2009,WD ,Normal,140000,208794.53778575256
855,907201280,20,RL,76.0,6950,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40.0,TA,TA,CBlock,TA,TA,No,ALQ,710.0,BLQ,72.0,132.0,914.0,GasA,TA,Y,SBrkr,914,0,0,914,1.0,0.0,1,0,2,1,TA,5,Typ,0,No aplica,Attchd,1979.0,Unf,2.0,444.0,TA,TA,Y,0,0,0,0,0,0,No aplica,No aplica,No aplica,0,10,2009,WD ,Normal,134900,201188.45105212872
856,907202050,20,RL,61.0,8800,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,No aplica,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532.0,Rec,144.0,364.0,1040.0,GasA,TA,Y,SBrkr,1040,0,0,1040,0.0,0.0,2,0,3,1,Gd,5,Typ,0,No aplica,Detchd,1977.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,288,0,No aplica,No aplica,No aplica,0,9,2009,WD ,Normal,150500,224454.128119684
857,907202080,20,RL,,7000,Pave,No aplica,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,646.0,Unf,0.0,218.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,TA,6,Typ,0,No aplica,Attchd,1978.0,Unf,1.0,336.0,TA,TA,Y,0,0,0,0,0,0,No aplica,GdWo,No aplica,0,7,2009,WD ,Normal,136500,203574.67434110874
858,907202130,20,RL,,9286,Pave,No aplica,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,No aplica,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,196.0,Unf,0.0,1072.0,1268.0,GasA,TA,Y,SBrkr,1268,0,0,1268,0.0,0.0,1,1,3,1,Gd,5,Typ,0,No aplica,Detchd,1978.0,Unf,1.0,252.0,TA,TA,Y,173,0,0,0,0,0,No aplica,No aplica,No aplica,0,10,2009,WD ,Normal,143500,214014.40123039638
859,907227030,20,RL,36.0,15523,Pave,No aplica,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,No aplica,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,460.0,Unf,0.0,404.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1972.0,Unf,1.0,338.0,TA,TA,Y,0,0,0,0,0,0,No aplica,No aplica,No aplica,0,8,2009,WD ,Normal,133500,199100.5056742712
860,907227080,20,RL,60.0,7200,Pave,No aplica,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,No aplica,0.0,TA,TA,CBlock,TA,TA,Av,Rec,777.0,Unf,0.0,117.0,894.0,GasA,TA,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,2,1,TA,6,Typ,0,No aplica,Detchd,1985.0,RFn,2.0,600.0,TA,TA,Y,215,0,0,0,0,0,No aplica,No aplica,No aplica,0,9,2009,WD ,Normal,123000,183440.91534033974
861,907227110,85,RL,60.0,7200,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,8,1972,2003,Gable,CompShg,WdShing,HdBoard,No aplica,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,660.0,Unf,0.0,108.0,768.0,GasA,Gd,Y,SBrkr,768,0,0,768,0.0,1.0,1,0,2,1,TA,5,Typ,0,No aplica,Detchd,1974.0,Fin,1.0,396.0,TA,TA,Y,192,0,0,0,0,0,No aplica,MnPrv,No aplica,0,4,2009,WD ,Normal,133900,199697.0614965162
862,907227290,85,RL,70.0,8445,Pave,No aplica,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,7,1972,2007,Gable,CompShg,HdBoard,Wd Shng,No aplica,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,656.0,Unf,0.0,112.0,768.0,GasA,TA,Y,SBrkr,768,0,0,768,1.0,0.0,1,0,2,1,TA,5,Typ,0,No aplica,Detchd,1988.0,Unf,2.0,396.0,TA,TA,Y,58,0,0,0,0,0,No aplica,MnPrv,No aplica,0,3,2009,WD ,Normal,133000,198354.81089646494
863,907250070,20,RL,90.0,11664,Pave,No aplica,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1234.0,Unf,0.0,335.0,1569.0,GasA,Ex,Y,SBrkr,1611,0,0,1611,1.0,0.0,2,0,3,1,Gd,6,Typ,0,No aplica,Attchd,2002.0,RFn,3.0,1231.0,TA,TA,Y,262,93,0,0,0,0,No aplica,No aplica,No aplica,0,9,2009,WD ,Normal,250000,372847.38890312955
864,907252060,60,RL,,12334,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1068.0,1068.0,GasA,Ex,Y,SBrkr,1068,1116,0,2184,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,RFn,2.0,570.0,TA,TA,Y,192,132,0,0,0,0,No aplica,No aplica,No aplica,0,6,2009,WD ,Normal,254750,379931.489292289
865,907252210,20,RL,,11838,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1753.0,1753.0,GasA,Ex,Y,SBrkr,1788,0,0,1788,0.0,0.0,2,0,3,1,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2.0,522.0,TA,TA,Y,202,151,0,0,0,0,No aplica,No aplica,No aplica,0,6,2009,WD ,Normal,236500,352713.62990236055
866,907252220,60,RL,,11885,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,Av,GLQ,990.0,Unf,0.0,309.0,1299.0,GasA,Ex,Y,SBrkr,1299,573,0,1872,1.0,0.0,2,1,3,1,Ex,7,Typ,1,TA,BuiltIn,2001.0,RFn,2.0,531.0,TA,TA,Y,160,122,0,0,0,0,No aplica,No aplica,No aplica,0,11,2009,WD ,Normal,261500,389998.3687926735
867,907253130,60,RL,,11050,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,904.0,Unf,0.0,536.0,1440.0,GasA,Ex,Y,SBrkr,1476,677,0,2153,1.0,0.0,2,1,3,1,Ex,8,Typ,2,Ex,Attchd,2000.0,Fin,3.0,736.0,TA,TA,Y,253,142,0,0,0,0,No aplica,No aplica,No aplica,0,5,2009,WD ,Normal,313000,466804.93090671825
868,907260030,60,RL,70.0,8749,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,885,0,1725,0.0,0.0,2,1,3,1,Gd,6,Typ,0,No aplica,Attchd,2002.0,RFn,2.0,550.0,TA,TA,Y,0,48,0,0,0,0,No aplica,No aplica,No aplica,0,11,2009,WD ,Normal,198500,296040.8267890849
869,907265010,60,RL,,11250,Pave,No aplica,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,944.0,944.0,GasA,Ex,Y,SBrkr,944,926,0,1870,0.0,0.0,2,1,3,1,Gd,6,Typ,0,No aplica,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,256,43,0,0,0,0,No aplica,No aplica,No aplica,0,5,2009,WD ,Normal,211000,314683.19623424136
870,907275010,20,RL,90.0,15750,Pave,No aplica,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1246.0,Unf,0.0,216.0,1462.0,GasA,Ex,Y,SBrkr,1513,0,0,1513,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2.0,521.0,TA,TA,Y,135,34,0,0,0,0,No aplica,No aplica,No aplica,0,6,2009,WD ,Normal,220000,328105.70223475405
871,907275090,20,RL,73.0,11883,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,690.0,Unf,0.0,814.0,1504.0,GasA,Ex,Y,SBrkr,1504,0,0,1504,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,Fin,2.0,478.0,TA,TA,Y,115,66,0,0,0,0,No aplica,No aplica,No aplica,0,6,2009,WD ,Normal,203000,302752.0797893412
872,907275140,20,RL,,12782,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,HdBoard,HdBoard,BrkFace,164.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1360.0,Unf,0.0,462.0,1822.0,GasA,Ex,Y,SBrkr,1828,0,0,1828,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2.0,523.0,TA,TA,Y,194,144,0,0,0,0,No aplica,No aplica,No aplica,0,6,2009,WD ,Normal,279500,416843.3807936989
873,907280170,20,RL,70.0,8750,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,209.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1111.0,Unf,0.0,306.0,1417.0,GasA,Ex,Y,SBrkr,1417,0,0,1417,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1997.0,Unf,2.0,511.0,TA,TA,Y,60,0,0,0,117,0,No aplica,No aplica,No aplica,0,8,2009,WD ,Normal,210000,313191.80667862884
874,907285020,60,RL,,9375,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739.0,Unf,0.0,318.0,1057.0,GasA,Ex,Y,SBrkr,1057,977,0,2034,1.0,0.0,2,1,3,1,Gd,8,Typ,0,No aplica,Attchd,1998.0,RFn,2.0,645.0,TA,TA,Y,576,36,0,0,0,0,No aplica,GdPrv,No aplica,0,2,2009,WD ,Normal,219500,327360.00745694776
875,907285050,60,RL,70.0,8750,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,880.0,880.0,GasA,Ex,Y,SBrkr,909,807,0,1716,0.0,0.0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,1996.0,RFn,2.0,512.0,TA,TA,Y,0,120,0,0,0,0,No aplica,No aplica,No aplica,0,7,2009,WD ,Normal,191000,284855.405121991
