pid,presupuesto,error,timestamp
528142040,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055708
528142040,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055709
528142040,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055710
528142040,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055711
924152030,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055713
924152030,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055714
924152030,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055715
924152030,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055716
528290090,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055718
528290090,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055719
528290090,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055720
528290090,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055721
528138030,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055723
528138030,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055724
528138030,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055725
528138030,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055726
528228555,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055728
528228555,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055729
528228555,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055730
528228555,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055731
903454020,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055733
903454020,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055734
903454020,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055735
903454020,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055736
527404030,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055738
527404030,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055739
527404030,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055740
527404030,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055742
528292030,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055743
528292030,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055744
528292030,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055745
528292030,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055747
910204050,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055748
910204050,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055749
910204050,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055750
910204050,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055752
903226160,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055753
903226160,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055754
903226160,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055755
903226160,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055757
905452070,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055762
905452070,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055763
905452070,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055765
905452070,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055766
535180020,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055767
535180020,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055768
535180020,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055770
535180020,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055771
907180120,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055772
907180120,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055773
907180120,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055775
907180120,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055776
528118020,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055777
528118020,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055778
528118020,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055780
528118020,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055781
906426210,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055782
906426210,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055784
906426210,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055785
906426210,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055786
902109080,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055787
902109080,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055789
902109080,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055790
902109080,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055791
528116010,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055792
528116010,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055794
528116010,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055795
528116010,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055796
528366040,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055797
528366040,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055799
528366040,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055800
528366040,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055801
533350090,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055802
533350090,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055804
533350090,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055805
533350090,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055807
534428020,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055808
534428020,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055809
534428020,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055810
534428020,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055812
535456010,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055817
535456010,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055819
535456010,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055820
535456010,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055821
904100140,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055822
904100140,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055824
904100140,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055825
904100140,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055826
527402210,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055827
527402210,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055829
527402210,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055830
527402210,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055831
533254050,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055833
533254050,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055834
533254050,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055835
533254050,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055836
907202240,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055837
907202240,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055839
907202240,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055840
907202240,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055841
908102330,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055842
908102330,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055844
908102330,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055845
908102330,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055846
533238045,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055847
533238045,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055849
533238045,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055850
533238045,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055851
528120120,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055852
528120120,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055854
528120120,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055855
528120120,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055856
532479050,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055858
532479050,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055859
532479050,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055860
532479050,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055861
905426030,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055863
905426030,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055864
905426030,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055865
905426030,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055867
528228440,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055872
528228440,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055873
528228440,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055875
528228440,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055876
910205120,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055877
910205120,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055879
910205120,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055880
910205120,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055881
904302020,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055882
904302020,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055884
904302020,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055885
904302020,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055886
905227050,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055888
905227050,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055889
905227050,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055890
905227050,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055891
527453150,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055893
527453150,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055894
527453150,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055895
527453150,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055896
532376040,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055897
532376040,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055899
532376040,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055900
532376040,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055901
909425180,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055902
909425180,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055904
909425180,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055905
909425180,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055906
535451100,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055907
535451100,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055909
535451100,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055976
535451100,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055978
905107250,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055979
905107250,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055981
905107250,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055982
905107250,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055983
531376050,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055985
531376050,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055986
531376050,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055987
531376050,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055988
916455070,15000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055996
916455070,40000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055997
916455070,75000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.055999
916455070,200000,ejecutar_optimizacion_silenciosa() got an unexpected keyword argument 'basecsv',2025-10-20 19:41:07.056000
