combo,count
Bsmt Qual + BsmtFin SF 2 + Fireplace Qu,66
Bsmt Qual + BsmtFin SF 2 + Exter Qual,66
Bsmt Qual + BsmtFin SF 2 + Exter Cond,66
BsmtFin SF 2 + Gr Liv Area + Kitchen Qual,66
BsmtFin SF 2 + Fireplace Qu + Heating QC,66
BsmtFin SF 2 + Fireplace Qu + Kitchen Qual,66
BsmtFin SF 2 + Fireplace Qu + Low Qual Fin SF,66
BsmtFin SF 2 + Fireplace Qu + Utilities,66
Bsmt Qual + BsmtFin SF 2,66
BsmtFin SF 2 + Exter Cond + Heating QC,66
BsmtFin SF 2 + Exter Cond + Gr Liv Area,66
Fireplace Qu + Garage Cars,64
Exter Cond + Garage Cars,64
Exter Qual + Garage Cars,64
Garage Cars + Kitchen Qual + Utilities,64
Garage Cars + Low Qual Fin SF + Utilities,64
Bsmt Unf SF + BsmtFin SF 1 + BsmtFin SF 2,64
BsmtFin SF 1 + BsmtFin SF 2 + Utilities,64
BsmtFin SF 1 + BsmtFin SF 2 + Exter Cond,64
BsmtFin SF 1 + BsmtFin SF 2 + Heating QC,64
Garage Cars + Kitchen Qual + Low Qual Fin SF,64
BsmtFin SF 1 + BsmtFin SF 2 + Gr Liv Area,64
BsmtFin SF 1 + BsmtFin SF 2 + Low Qual Fin SF,64
BsmtFin SF 1 + BsmtFin SF 2 + Garage Qual,64
BsmtFin SF 1 + BsmtFin SF 2 + Garage Cond,64
BsmtFin SF 1 + BsmtFin SF 2,64
BsmtFin SF 1 + BsmtFin SF 2 + Fireplace Qu,64
Bsmt Qual + Garage Cars,64
Bsmt Cond + Garage Cars,64
BsmtFin SF 1 + BsmtFin SF 2 + Exter Qual,64
BsmtFin SF 1 + BsmtFin SF 2 + Kitchen Qual,64
Fireplace Qu + Garage Cars + Kitchen Qual,64
Garage Cars + Heating QC + Utilities,64
Exter Cond + Garage Cars + Low Qual Fin SF,64
Exter Qual + Fireplace Qu + Garage Cars,64
Exter Qual + Garage Cars + Garage Cond,64
Exter Qual + Garage Cars + Garage Qual,64
Bsmt Qual + BsmtFin SF 1 + BsmtFin SF 2,64
Exter Qual + Garage Cars + Gr Liv Area,64
Exter Qual + Garage Cars + Heating QC,64
Garage Cars + Heating QC + Low Qual Fin SF,64
Exter Qual + Garage Cars + Kitchen Qual,64
Exter Qual + Garage Cars + Low Qual Fin SF,64
Exter Qual + Garage Cars + Utilities,64
Fireplace Qu + Garage Cars + Garage Cond,64
Fireplace Qu + Garage Cars + Garage Qual,64
Fireplace Qu + Garage Cars + Gr Liv Area,64
Fireplace Qu + Garage Cars + Heating QC,64
Bsmt Qual + Exter Qual + Garage Cars,64
Fireplace Qu + Garage Cars + Low Qual Fin SF,64
Fireplace Qu + Garage Cars + Utilities,64
Exter Cond + Garage Cars + Utilities,64
Exter Cond + Garage Cars + Kitchen Qual,64
Garage Cars + Garage Cond + Gr Liv Area,64
Exter Cond + Garage Cars + Heating QC,64
Bsmt Cond + BsmtFin SF 1 + BsmtFin SF 2,64
Bsmt Cond + Bsmt Qual + Garage Cars,64
Bsmt Cond + Exter Cond + Garage Cars,64
Bsmt Cond + Exter Qual + Garage Cars,64
Bsmt Cond + Fireplace Qu + Garage Cars,64
Bsmt Cond + Garage Cars + Garage Cond,64
Bsmt Cond + Garage Cars + Garage Qual,64
Bsmt Cond + Garage Cars + Gr Liv Area,64
Bsmt Cond + Garage Cars + Heating QC,64
Bsmt Cond + Garage Cars + Kitchen Qual,64
Bsmt Cond + Garage Cars + Low Qual Fin SF,64
Bsmt Cond + Garage Cars + Utilities,64
Exter Cond + Exter Qual + Garage Cars,64
Exter Cond + Fireplace Qu + Garage Cars,64
Exter Cond + Garage Cars + Garage Cond,64
Exter Cond + Garage Cars + Garage Qual,64
Exter Cond + Garage Cars + Gr Liv Area,64
Garage Cars + Garage Cond + Garage Qual,64
Bsmt Qual + Exter Cond + Garage Cars,64
Garage Cars + Garage Cond + Heating QC,64
Garage Cars + Gr Liv Area + Utilities,64
Bsmt Qual + Garage Cars + Garage Qual,64
Bsmt Qual + Garage Cars + Gr Liv Area,64
Bsmt Qual + Garage Cars + Heating QC,64
Bsmt Qual + Garage Cars + Kitchen Qual,64
Bsmt Qual + Garage Cars + Low Qual Fin SF,64
Garage Cars + Gr Liv Area + Kitchen Qual,64
Garage Cars + Gr Liv Area + Low Qual Fin SF,64
Garage Cars + Utilities,64
Garage Cars + Gr Liv Area + Heating QC,64
Garage Cars + Heating QC + Kitchen Qual,64
Garage Cars + Low Qual Fin SF,64
Garage Cars + Kitchen Qual,64
Garage Cars + Heating QC,64
Garage Cars + Gr Liv Area,64
Garage Cars + Garage Qual,64
Garage Cars + Garage Cond,64
Bsmt Qual + Garage Cars + Garage Cond,64
Bsmt Qual + Garage Cars + Utilities,64
Garage Cars + Garage Cond + Utilities,64
Garage Cars + Garage Qual + Heating QC,64
Garage Cars + Garage Qual + Kitchen Qual,64
Garage Cars + Garage Qual + Low Qual Fin SF,64
Garage Cars + Garage Qual + Utilities,64
Garage Cars + Garage Qual + Gr Liv Area,64
Bsmt Qual + Fireplace Qu + Garage Cars,64
Garage Cars + Garage Cond + Low Qual Fin SF,64
Garage Cars + Garage Cond + Kitchen Qual,64
Bsmt Unf SF + Garage Cars + Utilities,58
Bsmt Unf SF + Garage Cars + Low Qual Fin SF,58
Bsmt Unf SF + Garage Cars,58
Bsmt Unf SF + Garage Cars + Heating QC,58
Bsmt Unf SF + Garage Cars + Gr Liv Area,58
Bsmt Unf SF + Garage Cars + Garage Qual,58
Bsmt Unf SF + Garage Cars + Garage Cond,58
Bsmt Unf SF + Garage Cars + Kitchen Qual,58
Bsmt Cond + Bsmt Unf SF + Garage Cars,58
Bsmt Unf SF + Exter Qual + Garage Cars,58
Bsmt Unf SF + Fireplace Qu + Garage Cars,58
Bsmt Qual + Bsmt Unf SF + Garage Cars,58
Bsmt Unf SF + Exter Cond + Garage Cars,58
BsmtFin SF 1 + Fireplace Qu + Garage Cars,56
Bsmt Cond + BsmtFin SF 1 + Garage Cars,56
BsmtFin SF 1 + Garage Cars + Low Qual Fin SF,56
BsmtFin SF 1 + Exter Qual + Garage Cars,56
BsmtFin SF 1 + Garage Cars + Utilities,56
BsmtFin SF 1 + Garage Cars + Gr Liv Area,56
BsmtFin SF 1 + Garage Cars + Kitchen Qual,56
BsmtFin SF 1 + Garage Cars,56
BsmtFin SF 1 + Garage Cars + Garage Qual,56
BsmtFin SF 1 + Garage Cars + Garage Cond,56
Bsmt Unf SF + BsmtFin SF 1 + Garage Cars,56
Bsmt Qual + BsmtFin SF 1 + Garage Cars,56
BsmtFin SF 1 + Exter Cond + Garage Cars,56
BsmtFin SF 1 + Garage Cars + Heating QC,56
BsmtFin SF 2 + Garage Cars,55
Bsmt Unf SF + BsmtFin SF 2 + Garage Cars,55
BsmtFin SF 2 + Exter Qual + Garage Cars,55
Bsmt Cond + BsmtFin SF 2 + Garage Cars,55
BsmtFin SF 2 + Fireplace Qu + Garage Cars,55
BsmtFin SF 2 + Garage Cars + Garage Cond,55
BsmtFin SF 2 + Exter Cond + Garage Cars,55
BsmtFin SF 2 + Garage Cars + Garage Qual,55
Bsmt Qual + BsmtFin SF 2 + Garage Cars,55
BsmtFin SF 2 + Garage Cars + Gr Liv Area,55
BsmtFin SF 2 + Garage Cars + Heating QC,55
BsmtFin SF 2 + Garage Cars + Kitchen Qual,55
BsmtFin SF 2 + Garage Cars + Utilities,55
BsmtFin SF 2 + Garage Cars + Low Qual Fin SF,55
BsmtFin SF 1 + BsmtFin SF 2 + Garage Cars,53
1st Flr SF + Bsmt Qual,33
1st Flr SF + Bsmt Cond,33
1st Flr SF + Garage Cond + Garage Qual,33
1st Flr SF + Exter Qual + Low Qual Fin SF,33
1st Flr SF + Fireplace Qu + Garage Cond,33
1st Flr SF + Fireplace Qu + Garage Qual,33
1st Flr SF + Fireplace Qu + Gr Liv Area,33
1st Flr SF + Fireplace Qu + Heating QC,33
1st Flr SF + Fireplace Qu + Kitchen Qual,33
1st Flr SF + Fireplace Qu + Low Qual Fin SF,33
1st Flr SF + Fireplace Qu + Utilities,33
1st Flr SF + Garage Cond + Gr Liv Area,33
1st Flr SF + Garage Cond + Heating QC,33
1st Flr SF + Garage Cond + Kitchen Qual,33
1st Flr SF + Garage Cond + Low Qual Fin SF,33
1st Flr SF + Bsmt Cond + Fireplace Qu,33
1st Flr SF + Garage Cond + Utilities,33
1st Flr SF + Bsmt Cond + Exter Qual,33
1st Flr SF + Garage Qual + Gr Liv Area,33
1st Flr SF + Garage Qual + Heating QC,33
1st Flr SF + Garage Qual + Kitchen Qual,33
1st Flr SF + Garage Qual + Low Qual Fin SF,33
1st Flr SF + Bsmt Cond + Exter Cond,33
1st Flr SF + Garage Qual + Utilities,33
1st Flr SF + Gr Liv Area + Heating QC,33
1st Flr SF + Gr Liv Area + Kitchen Qual,33
1st Flr SF + Gr Liv Area + Low Qual Fin SF,33
1st Flr SF + Gr Liv Area + Utilities,33
1st Flr SF + Heating QC + Kitchen Qual,33
1st Flr SF + Bsmt Cond + Bsmt Qual,33
1st Flr SF + Heating QC + Low Qual Fin SF,33
1st Flr SF + Heating QC + Utilities,33
1st Flr SF + Kitchen Qual + Low Qual Fin SF,33
1st Flr SF + Exter Qual + Utilities,33
1st Flr SF + Exter Qual + Kitchen Qual,33
1st Flr SF + Low Qual Fin SF + Utilities,33
1st Flr SF + Exter Qual + Heating QC,33
1st Flr SF + Bsmt Qual + Garage Qual,33
1st Flr SF + Bsmt Qual + Gr Liv Area,33
1st Flr SF + Bsmt Qual + Heating QC,33
1st Flr SF + Bsmt Qual + Kitchen Qual,33
1st Flr SF + Bsmt Qual + Low Qual Fin SF,33
1st Flr SF + Bsmt Qual + Utilities,33
1st Flr SF + Bsmt Qual + Fireplace Qu,33
1st Flr SF + Bsmt Qual + Exter Qual,33
1st Flr SF + Bsmt Qual + Exter Cond,33
1st Flr SF + Bsmt Cond + Utilities,33
1st Flr SF + Bsmt Cond + Low Qual Fin SF,33
1st Flr SF + Bsmt Cond + Kitchen Qual,33
1st Flr SF + Bsmt Cond + Heating QC,33
1st Flr SF + Bsmt Cond + Gr Liv Area,33
1st Flr SF + Bsmt Cond + Garage Qual,33
1st Flr SF + Bsmt Cond + Garage Cond,33
1st Flr SF + Exter Cond + Exter Qual,33
1st Flr SF + Exter Cond + Fireplace Qu,33
1st Flr SF + Exter Cond + Garage Cond,33
1st Flr SF + Exter Cond + Garage Qual,33
1st Flr SF + Exter Cond + Gr Liv Area,33
1st Flr SF + Exter Cond + Heating QC,33
1st Flr SF + Exter Cond + Kitchen Qual,33
1st Flr SF + Exter Cond + Low Qual Fin SF,33
1st Flr SF + Exter Cond + Utilities,33
1st Flr SF + Exter Qual + Fireplace Qu,33
1st Flr SF + Exter Qual + Garage Cond,33
1st Flr SF + Exter Qual + Garage Qual,33
1st Flr SF + Exter Qual + Gr Liv Area,33
1st Flr SF + Kitchen Qual + Utilities,33
1st Flr SF + Bsmt Qual + Garage Cond,33
1st Flr SF + Low Qual Fin SF,33
1st Flr SF + Exter Qual,33
1st Flr SF + Fireplace Qu,33
1st Flr SF + Kitchen Qual,33
1st Flr SF + Exter Cond,33
1st Flr SF + Utilities,33
1st Flr SF + Heating QC,33
1st Flr SF + Gr Liv Area,33
1st Flr SF + Garage Cond,33
1st Flr SF + Garage Qual,33
1st Flr SF + Bsmt Cond + Bsmt Unf SF,32
1st Flr SF + Bsmt Qual + BsmtFin SF 1,32
1st Flr SF + Bsmt Qual + Bsmt Unf SF,32
1st Flr SF + Bsmt Unf SF + Garage Cond,32
1st Flr SF + Bsmt Unf SF + Exter Qual,32
1st Flr SF + BsmtFin SF 1 + Utilities,32
1st Flr SF + Bsmt Unf SF + Low Qual Fin SF,32
1st Flr SF + Bsmt Unf SF + Heating QC,32
1st Flr SF + Bsmt Unf SF + Garage Qual,32
1st Flr SF + Bsmt Unf SF + Gr Liv Area,32
1st Flr SF + Bsmt Unf SF + Exter Cond,32
1st Flr SF + Bsmt Unf SF + Kitchen Qual,32
1st Flr SF + BsmtFin SF 1 + Garage Cond,32
1st Flr SF + Bsmt Unf SF,32
1st Flr SF + BsmtFin SF 1 + Low Qual Fin SF,32
1st Flr SF + Bsmt Unf SF + BsmtFin SF 1,32
1st Flr SF + BsmtFin SF 1 + Kitchen Qual,32
1st Flr SF + BsmtFin SF 1,32
1st Flr SF + Bsmt Cond + BsmtFin SF 1,32
1st Flr SF + BsmtFin SF 1 + Heating QC,32
1st Flr SF + BsmtFin SF 1 + Gr Liv Area,32
1st Flr SF + BsmtFin SF 1 + Garage Qual,32
1st Flr SF + Bsmt Unf SF + Fireplace Qu,32
1st Flr SF + Bsmt Unf SF + Utilities,32
1st Flr SF + BsmtFin SF 1 + Fireplace Qu,32
1st Flr SF + BsmtFin SF 1 + Exter Qual,32
1st Flr SF + BsmtFin SF 1 + Exter Cond,32
1st Flr SF + BsmtFin SF 2 + Utilities,31
1st Flr SF + BsmtFin SF 2 + Kitchen Qual,31
1st Flr SF + Bsmt Qual + BsmtFin SF 2,31
1st Flr SF + Bsmt Cond + BsmtFin SF 2,31
1st Flr SF + BsmtFin SF 2 + Low Qual Fin SF,31
1st Flr SF + BsmtFin SF 2 + Heating QC,31
1st Flr SF + BsmtFin SF 2 + Fireplace Qu,31
1st Flr SF + BsmtFin SF 1 + BsmtFin SF 2,31
1st Flr SF + BsmtFin SF 2 + Gr Liv Area,31
1st Flr SF + BsmtFin SF 2 + Garage Qual,31
1st Flr SF + BsmtFin SF 2,31
1st Flr SF + Bsmt Unf SF + BsmtFin SF 2,31
1st Flr SF + BsmtFin SF 2 + Garage Cond,31
1st Flr SF + BsmtFin SF 2 + Exter Cond,31
1st Flr SF + BsmtFin SF 2 + Exter Qual,31
1st Flr SF + Garage Cars + Garage Cond,24
1st Flr SF + Fireplace Qu + Garage Cars,24
1st Flr SF + Exter Qual + Garage Cars,24
1st Flr SF + Bsmt Qual + Garage Cars,24
1st Flr SF + Garage Cars + Utilities,24
1st Flr SF + Garage Cars,24
1st Flr SF + Garage Cars + Gr Liv Area,24
1st Flr SF + Garage Cars + Garage Qual,24
1st Flr SF + Garage Cars + Kitchen Qual,24
1st Flr SF + Exter Cond + Garage Cars,24
1st Flr SF + Garage Cars + Heating QC,24
1st Flr SF + Garage Cars + Low Qual Fin SF,24
1st Flr SF + Bsmt Cond + Garage Cars,24
1st Flr SF + Bsmt Unf SF + Garage Cars,23
1st Flr SF + BsmtFin SF 1 + Garage Cars,23
Exter Cond + Full Bath + Heating QC,22
Full Bath + Garage Qual + Gr Liv Area,22
1st Flr SF + Fireplace Qu + Full Bath,22
Full Bath + Garage Qual + Utilities,22
Exter Cond + Full Bath + Utilities,22
Full Bath + Garage Qual + Heating QC,22
Exter Cond + Full Bath + Gr Liv Area,22
BsmtFin SF 1 + Fireplace Qu + Full Bath,22
Exter Cond + Full Bath + Low Qual Fin SF,22
Bsmt Qual + Exter Cond + Full Bath,22
Exter Cond + Full Bath + Garage Cond,22
Exter Cond + Full Bath + Garage Qual,22
Full Bath + Garage Qual + Low Qual Fin SF,22
Full Bath + Garage Qual + Kitchen Qual,22
Exter Cond + Full Bath + Kitchen Qual,22
Fireplace Qu + Full Bath + Garage Cond,22
1st Flr SF + Bsmt Unf SF + Full Bath,22
Bsmt Unf SF + Full Bath + Low Qual Fin SF,22
Bsmt Unf SF + Full Bath + Heating QC,22
1st Flr SF + BsmtFin SF 1 + Full Bath,22
Exter Qual + Full Bath + Utilities,22
Bsmt Unf SF + Full Bath + Gr Liv Area,22
Exter Qual + Full Bath + Low Qual Fin SF,22
Exter Qual + Full Bath + Kitchen Qual,22
Exter Qual + Full Bath + Heating QC,22
Exter Qual + Full Bath + Gr Liv Area,22
Exter Qual + Full Bath + Garage Qual,22
Exter Qual + Full Bath + Garage Cond,22
Bsmt Unf SF + Full Bath + Garage Qual,22
1st Flr SF + BsmtFin SF 2 + Garage Cars,22
Exter Qual + Fireplace Qu + Full Bath,22
Bsmt Unf SF + Full Bath + Garage Cond,22
BsmtFin SF 1 + Exter Cond + Full Bath,22
1st Flr SF + Full Bath,22
Full Bath + Garage Cond + Garage Qual,22
1st Flr SF + Exter Cond + Full Bath,22
Full Bath + Garage Cond + Gr Liv Area,22
Bsmt Unf SF + Fireplace Qu + Full Bath,22
Full Bath + Gr Liv Area + Heating QC,22
Bsmt Unf SF + Exter Qual + Full Bath,22
Full Bath + Garage Cond + Heating QC,22
Bsmt Unf SF + Exter Cond + Full Bath,22
Full Bath + Garage Cond + Kitchen Qual,22
Full Bath + Garage Cond + Low Qual Fin SF,22
1st Flr SF + Exter Qual + Full Bath,22
BsmtFin SF 1 + Exter Qual + Full Bath,22
Bsmt Unf SF + BsmtFin SF 1 + Full Bath,22
Full Bath + Garage Cond + Utilities,22
Exter Cond + Fireplace Qu + Full Bath,22
Full Bath + Heating QC + Kitchen Qual,22
Full Bath + Gr Liv Area + Kitchen Qual,22
Full Bath + Garage Qual,22
Full Bath + Gr Liv Area,22
Full Bath + Heating QC,22
Bsmt Cond + Exter Cond + Full Bath,22
Full Bath + Kitchen Qual,22
Full Bath + Low Qual Fin SF,22
Bsmt Cond + BsmtFin SF 1 + Full Bath,22
Full Bath + Utilities,22
Bsmt Cond + Bsmt Unf SF + Full Bath,22
Fireplace Qu + Full Bath + Low Qual Fin SF,22
Bsmt Cond + Bsmt Qual + Full Bath,22
Fireplace Qu + Full Bath + Kitchen Qual,22
Fireplace Qu + Full Bath + Heating QC,22
1st Flr SF + Full Bath + Garage Cond,22
Bsmt Qual + Exter Qual + Full Bath,22
Fireplace Qu + Full Bath + Gr Liv Area,22
Fireplace Qu + Full Bath + Garage Qual,22
Bsmt Unf SF + Full Bath + Utilities,22
Bsmt Cond + Exter Qual + Full Bath,22
Bsmt Cond + Fireplace Qu + Full Bath,22
Bsmt Qual + Fireplace Qu + Full Bath,22
Full Bath + Garage Cond,22
Bsmt Qual + Full Bath,22
Bsmt Unf SF + Full Bath,22
Bsmt Qual + BsmtFin SF 1 + Full Bath,22
Bsmt Qual + Bsmt Unf SF + Full Bath,22
BsmtFin SF 1 + Full Bath,22
1st Flr SF + Bsmt Qual + Full Bath,22
Exter Cond + Full Bath,22
Bsmt Cond + Full Bath + Utilities,22
Exter Qual + Full Bath,22
Bsmt Cond + Full Bath + Low Qual Fin SF,22
Bsmt Cond + Full Bath + Kitchen Qual,22
Fireplace Qu + Full Bath,22
Bsmt Cond + Full Bath + Heating QC,22
Fireplace Qu + Full Bath + Utilities,22
Bsmt Cond + Full Bath + Gr Liv Area,22
Bsmt Cond + Full Bath + Garage Qual,22
Bsmt Cond + Full Bath + Garage Cond,22
Bsmt Cond + Full Bath,22
Bsmt Unf SF + Full Bath + Kitchen Qual,22
Bsmt Qual + Full Bath + Low Qual Fin SF,22
Full Bath + Kitchen Qual + Low Qual Fin SF,22
Full Bath + Low Qual Fin SF + Utilities,22
Bsmt Qual + Full Bath + Utilities,22
1st Flr SF + Bsmt Cond + Full Bath,22
Full Bath + Heating QC + Utilities,22
Full Bath + Heating QC + Low Qual Fin SF,22
1st Flr SF + Full Bath + Utilities,22
Bsmt Qual + Full Bath + Kitchen Qual,22
Bsmt Qual + Full Bath + Heating QC,22
Bsmt Qual + Full Bath + Gr Liv Area,22
Full Bath + Gr Liv Area + Utilities,22
Exter Cond + Exter Qual + Full Bath,22
BsmtFin SF 1 + Full Bath + Garage Cond,22
BsmtFin SF 1 + Full Bath + Garage Qual,22
BsmtFin SF 1 + Full Bath + Gr Liv Area,22
BsmtFin SF 1 + Full Bath + Heating QC,22
1st Flr SF + Full Bath + Low Qual Fin SF,22
BsmtFin SF 1 + Full Bath + Kitchen Qual,22
BsmtFin SF 1 + Full Bath + Low Qual Fin SF,22
BsmtFin SF 1 + Full Bath + Utilities,22
Bsmt Qual + Full Bath + Garage Qual,22
Bsmt Qual + Full Bath + Garage Cond,22
1st Flr SF + Full Bath + Kitchen Qual,22
Full Bath + Gr Liv Area + Low Qual Fin SF,22
1st Flr SF + Full Bath + Heating QC,22
1st Flr SF + Full Bath + Gr Liv Area,22
1st Flr SF + Full Bath + Garage Qual,22
Full Bath + Kitchen Qual + Utilities,22
BsmtFin SF 2 + Full Bath,21
BsmtFin SF 1 + BsmtFin SF 2 + Full Bath,21
Bsmt Qual + BsmtFin SF 2 + Full Bath,21
BsmtFin SF 2 + Fireplace Qu + Full Bath,21
BsmtFin SF 2 + Exter Cond + Full Bath,21
BsmtFin SF 2 + Full Bath + Garage Cond,21
BsmtFin SF 2 + Full Bath + Garage Qual,21
BsmtFin SF 2 + Full Bath + Gr Liv Area,21
BsmtFin SF 2 + Full Bath + Heating QC,21
BsmtFin SF 2 + Full Bath + Kitchen Qual,21
BsmtFin SF 2 + Full Bath + Low Qual Fin SF,21
BsmtFin SF 2 + Full Bath + Utilities,21
Bsmt Unf SF + BsmtFin SF 2 + Full Bath,21
Bsmt Cond + BsmtFin SF 2 + Full Bath,21
BsmtFin SF 2 + Exter Qual + Full Bath,21
1st Flr SF + BsmtFin SF 2 + Full Bath,21
Fireplace Qu + Garage Cond + Open Porch SF,20
Kitchen Qual + Open Porch SF + Utilities,20
Low Qual Fin SF + Open Porch SF + Utilities,20
Bsmt Unf SF + Kitchen Qual + Open Porch SF,20
Fireplace Qu + Garage Qual + Open Porch SF,20
Kitchen Qual + Low Qual Fin SF + Open Porch SF,20
Heating QC + Open Porch SF + Utilities,20
Garage Qual + Gr Liv Area + Open Porch SF,20
Fireplace Qu + Gr Liv Area + Open Porch SF,20
Fireplace Qu + Heating QC + Open Porch SF,20
Garage Qual + Open Porch SF,20
Garage Cond + Open Porch SF,20
Garage Cond + Garage Qual + Open Porch SF,20
Fireplace Qu + Open Porch SF,20
Exter Qual + Open Porch SF,20
Garage Cond + Gr Liv Area + Open Porch SF,20
Exter Cond + Open Porch SF,20
BsmtFin SF 2 + Open Porch SF,20
Garage Cond + Heating QC + Open Porch SF,20
BsmtFin SF 1 + Open Porch SF,20
Garage Cond + Kitchen Qual + Open Porch SF,20
Garage Cond + Low Qual Fin SF + Open Porch SF,20
Bsmt Unf SF + Open Porch SF,20
Garage Cond + Open Porch SF + Utilities,20
Bsmt Qual + Open Porch SF,20
Gr Liv Area + Open Porch SF,20
Heating QC + Open Porch SF,20
Bsmt Cond + Open Porch SF,20
Gr Liv Area + Low Qual Fin SF + Open Porch SF,20
Fireplace Qu + Kitchen Qual + Open Porch SF,20
Fireplace Qu + Low Qual Fin SF + Open Porch SF,20
Fireplace Qu + Open Porch SF + Utilities,20
Heating QC + Low Qual Fin SF + Open Porch SF,20
Heating QC + Kitchen Qual + Open Porch SF,20
Gr Liv Area + Open Porch SF + Utilities,20
Gr Liv Area + Kitchen Qual + Open Porch SF,20
Kitchen Qual + Open Porch SF,20
Garage Qual + Open Porch SF + Utilities,20
Garage Qual + Low Qual Fin SF + Open Porch SF,20
Garage Qual + Kitchen Qual + Open Porch SF,20
Garage Qual + Heating QC + Open Porch SF,20
Open Porch SF + Utilities,20
Low Qual Fin SF + Open Porch SF,20
Gr Liv Area + Heating QC + Open Porch SF,20
Bsmt Unf SF + Low Qual Fin SF + Open Porch SF,20
BsmtFin SF 1 + Fireplace Qu + Open Porch SF,20
Bsmt Qual + Low Qual Fin SF + Open Porch SF,20
BsmtFin SF 2 + Gr Liv Area + Open Porch SF,20
Bsmt Cond + Exter Qual + Open Porch SF,20
BsmtFin SF 2 + Heating QC + Open Porch SF,20
BsmtFin SF 2 + Kitchen Qual + Open Porch SF,20
Bsmt Cond + Fireplace Qu + Open Porch SF,20
BsmtFin SF 2 + Low Qual Fin SF + Open Porch SF,20
BsmtFin SF 2 + Open Porch SF + Utilities,20
Bsmt Qual + Kitchen Qual + Open Porch SF,20
Bsmt Cond + Bsmt Qual + Open Porch SF,20
BsmtFin SF 1 + Open Porch SF + Utilities,20
Exter Cond + Exter Qual + Open Porch SF,20
BsmtFin SF 1 + Low Qual Fin SF + Open Porch SF,20
BsmtFin SF 1 + Kitchen Qual + Open Porch SF,20
Bsmt Qual + Heating QC + Open Porch SF,20
Exter Cond + Fireplace Qu + Open Porch SF,20
BsmtFin SF 1 + Heating QC + Open Porch SF,20
Bsmt Cond + Exter Cond + Open Porch SF,20
Bsmt Qual + Open Porch SF + Utilities,20
BsmtFin SF 2 + Exter Cond + Open Porch SF,20
BsmtFin SF 2 + Garage Qual + Open Porch SF,20
BsmtFin SF 2 + Exter Qual + Open Porch SF,20
Bsmt Unf SF + Exter Qual + Open Porch SF,20
BsmtFin SF 1 + BsmtFin SF 2 + Open Porch SF,20
Bsmt Cond + Bsmt Unf SF + Open Porch SF,20
Bsmt Unf SF + Garage Cond + Open Porch SF,20
Bsmt Unf SF + Garage Qual + Open Porch SF,20
BsmtFin SF 2 + Fireplace Qu + Open Porch SF,20
Bsmt Unf SF + Gr Liv Area + Open Porch SF,20
Bsmt Unf SF + Exter Cond + Open Porch SF,20
BsmtFin SF 1 + Exter Cond + Open Porch SF,20
Bsmt Cond + BsmtFin SF 1 + Open Porch SF,20
Bsmt Unf SF + BsmtFin SF 2 + Open Porch SF,20
Bsmt Cond + BsmtFin SF 2 + Open Porch SF,20
BsmtFin SF 2 + Garage Cond + Open Porch SF,20
Bsmt Unf SF + BsmtFin SF 1 + Open Porch SF,20
Bsmt Qual + Gr Liv Area + Open Porch SF,20
Bsmt Unf SF + Open Porch SF + Utilities,20
Bsmt Cond + Garage Cond + Open Porch SF,20
BsmtFin SF 1 + Gr Liv Area + Open Porch SF,20
Bsmt Qual + BsmtFin SF 2 + Open Porch SF,20
Bsmt Qual + Exter Cond + Open Porch SF,20
BsmtFin SF 1 + Exter Qual + Open Porch SF,20
Bsmt Qual + Exter Qual + Open Porch SF,20
Exter Qual + Garage Cond + Open Porch SF,20
Exter Qual + Garage Qual + Open Porch SF,20
Bsmt Qual + Fireplace Qu + Open Porch SF,20
Bsmt Qual + Garage Qual + Open Porch SF,20
Exter Qual + Gr Liv Area + Open Porch SF,20
Exter Qual + Heating QC + Open Porch SF,20
Exter Qual + Kitchen Qual + Open Porch SF,20
Exter Qual + Low Qual Fin SF + Open Porch SF,20
Exter Qual + Open Porch SF + Utilities,20
Bsmt Qual + Garage Cond + Open Porch SF,20
Bsmt Unf SF + Heating QC + Open Porch SF,20
Exter Qual + Fireplace Qu + Open Porch SF,20
Exter Cond + Open Porch SF + Utilities,20
Exter Cond + Low Qual Fin SF + Open Porch SF,20
Bsmt Qual + BsmtFin SF 1 + Open Porch SF,20
Exter Cond + Garage Cond + Open Porch SF,20
Bsmt Cond + Garage Qual + Open Porch SF,20
Exter Cond + Garage Qual + Open Porch SF,20
Exter Cond + Gr Liv Area + Open Porch SF,20
Exter Cond + Heating QC + Open Porch SF,20
Bsmt Cond + Gr Liv Area + Open Porch SF,20
Bsmt Cond + Heating QC + Open Porch SF,20
Bsmt Cond + Kitchen Qual + Open Porch SF,20
BsmtFin SF 1 + Garage Qual + Open Porch SF,20
Bsmt Cond + Low Qual Fin SF + Open Porch SF,20
Bsmt Cond + Open Porch SF + Utilities,20
Bsmt Qual + Bsmt Unf SF + Open Porch SF,20
BsmtFin SF 1 + Garage Cond + Open Porch SF,20
Exter Cond + Kitchen Qual + Open Porch SF,20
Bsmt Unf SF + Fireplace Qu + Open Porch SF,20
Bsmt Qual + Utilities + Wood Deck SF,17
Heating QC + Low Qual Fin SF + Wood Deck SF,17
Bsmt Unf SF + BsmtFin SF 1 + Wood Deck SF,17
BsmtFin SF 1 + Fireplace Qu + Wood Deck SF,17
Exter Cond + Exter Qual + Wood Deck SF,17
BsmtFin SF 1 + Utilities + Wood Deck SF,17
