neighborhood,budget,n,base_price_mean,base_price_median,base_price_p10,base_price_p90,base_price_std,opt_price_mean,opt_price_median,opt_price_p10,opt_price_p90,opt_price_std,cost_mean,cost_median,cost_p10,cost_p90,cost_std,net_gain_mean,net_gain_median,net_gain_p10,net_gain_p90,net_gain_std,net_gain_per_cost_mean,net_gain_per_cost_median,net_gain_per_cost_p10,net_gain_per_cost_p90,net_gain_per_cost_std,price_uplift_mean,price_uplift_median,price_uplift_p10,price_uplift_p90,price_uplift_std
SWISU,20000,3.0,204801.02083333334,212655.4375,185826.7875,220633.4875,22792.840315883506,297881.68758394546,290880.79149276495,282834.56673072575,315729.16687363735,21434.482358991696,9907.892000000002,10065.0,4593.0,15159.940800000006,6605.739368987551,83172.77475061211,92852.14721885545,62546.43787594384,99927.36263798305,24821.383947308885,10.933006602557368,10.103941032564824,6.540879619723516,15.656759813388236,5.742487727402913,1.4664192081558791,1.513910316630655,1.3119022478140334,1.6019397251078145,0.18588062845855083
SWISU,50000,3.0,204801.02083333334,212655.4375,185826.7875,220633.4875,22792.840315883506,302015.1442642622,290880.7914927649,282834.56673072575,325649.4629063976,28443.646676934448,13278.26,10065.0,4593.0,23248.824,11987.360622038532,83935.86343092889,95141.41325980576,63004.29108413395,100385.21584617307,25298.35316282588,10.244363651292275,10.10394103256482,4.888136536687281,15.656759813388252,6.731488123058839,1.485856551159708,1.5722223456421414,1.323564653616331,1.6136021309101114,0.19609778642417144
SWISU,100000,3.0,204801.02083333334,212655.4375,185826.7875,220633.4875,22792.840315883506,302015.1442642622,290880.7914927649,282834.56673072575,325649.4629063976,28443.646676934473,13278.26,10065.0,4593.0,23248.824,11987.360622038532,83935.86343092886,95141.41325980576,63004.2910841339,100385.21584617307,25298.35316282591,10.244363651292268,10.10394103256482,4.888136536687281,15.656759813388234,6.731488123058828,1.485856551159708,1.5722223456421414,1.3235646536163308,1.6136021309101114,0.19609778642417158
Sawyer,20000,3.0,206429.94791666666,201643.015625,190579.453125,224195.215625,21414.94579148018,329985.555928339,325865.89760115114,312931.6131289699,348687.3620585833,22630.343155371465,17574.659999999956,17244.319999999865,16292.81599999997,18988.639999999974,1709.0048855401355,105980.94801167237,105829.5395109246,105273.70194053794,106748.75748310592,931.1879088213902,6.06927679865817,6.20369849180206,5.5706756788200025,6.514109241238785,0.6010276793187104,1.602324838427687,1.616053482393713,1.55677530588102,1.642382913387943,0.054809812292070395
Sawyer,50000,3.0,206429.94791666666,201643.015625,190579.453125,224195.215625,21414.94579148018,341795.04741344316,342765.34240186145,316311.502089112,366890.47474240704,31623.024281187187,27554.540000000026,29778.439999999984,18799.64000000007,35419.880000000005,10564.68508427956,107810.55949677649,106258.25220254343,105915.28204924837,110326.75986199784,3067.450063836925,4.405290291259738,3.7390772242220045,3.055880821611827,6.021184987722743,1.9410452756346754,1.65713422871644,1.6489652711365008,1.6278532173231302,1.6896828231417258,0.03928573881538651
Sawyer,100000,3.0,206429.94791666666,201643.015625,190579.453125,224195.215625,21414.94579148018,341795.0474134432,342765.34240186145,316311.502089112,366890.4747424071,31623.024281187216,27554.540000000026,29778.440000000017,18799.64000000005,35419.880000000005,10564.68508427958,107810.5594967765,106258.25220254349,105915.28204924837,110326.75986199785,3067.4500638369104,4.405290291259742,3.739077224222,3.0558808216118276,6.021184987722753,1.9410452756346832,1.6571342287164403,1.6489652711365008,1.6278532173231304,1.6896828231417258,0.03928573881538641
SawyerW,20000,3.0,261894.92708333334,260092.328125,218785.003125,305725.890625,54360.474698766004,425091.00311440154,432825.38571715687,381276.53692843276,465811.71625926805,53257.380060215975,19476.266666666666,19394.0,19169.456000000006,19815.983999999997,410.31268531856165,143719.80936440147,140817.83285625174,138187.580687087,150412.82864497585,8043.483035761758,7.376528941675487,7.367523426398537,7.146600184704099,7.610059904757654,0.2897672980563012,1.642050240847935,1.6641220786379427,1.528679488919354,1.746592257660513,0.13753029999305552
SawyerW,50000,3.0,261894.92708333334,260092.328125,218785.003125,305725.890625,54360.474698766004,455106.7301853274,466297.2685093743,410086.22892715037,495651.0161138858,54349.0270239664,43456.426666666666,42156.44,41006.488,46426.36,3569.6061766717794,149755.37643532743,145418.8571565944,145192.7088433298,156052.6517388183,7757.172251942162,3.451853404837086,3.449505156426738,3.363276785014661,3.5413693240236497,0.11132641310124804,1.7595607627545788,1.7928143896857753,1.6273994124989983,1.87842066223768,0.15950951545406716
SawyerW,100000,3.0,261894.92708333334,260092.328125,218785.003125,305725.890625,54360.474698766004,468093.55658860196,486663.6125806921,429034.8058522185,499724.28492814937,47016.90459276176,55520.10399999999,60378.792,44650.9584,64445.774399999995,13067.73057223816,150678.52550526863,145790.64029510005,145267.06547103095,158045.13962357372,9038.777333600901,2.8133398588327423,2.461084059331846,2.423896932861172,3.3436851046046714,0.6507963407856319,1.8153949910360279,1.8711186757757894,1.6430602697170011,1.9654402384591498,0.20718603129651317
Somerst,20000,3.0,343738.9375,355848.375,291924.275,390709.825,62625.28307012497,517542.50392099813,506588.88303400343,427325.6900903778,612140.7661064162,115898.28750461001,18069.841333333326,18786.671999999977,16155.615999999995,19697.334399999996,2298.9768391572193,155733.72508766473,135242.65603400342,116361.84469037781,203302.03310641617,57161.95970272459,8.68564413838647,8.726541977172284,6.2277833506955425,11.127145790563073,3.062306356949496,1.4996722294502005,1.4767887667282,1.4342448044027167,1.5742530395864844,0.08972118144188697
Somerst,50000,3.0,343738.9375,355848.375,291924.275,390709.825,62625.28307012497,556251.9556221425,528517.2771998496,468957.3430563355,654640.4395568668,118511.438183176,44306.265333333344,48254.36,37450.433600000004,49582.859200000006,8317.988268414265,168206.7527888092,137919.4501998496,131479.6896563355,217048.7369568667,59566.525297816035,3.8016713738064603,3.9689676314852274,2.9468797886858864,4.589544455855527,1.0368379366129563,1.6162127849446846,1.6455099355409382,1.5172873252030425,1.7034193844478254,0.11906721398505622
Somerst,100000,3.0,343738.9375,355848.375,291924.275,390709.825,62625.28307012497,585774.8208923033,556391.675191393,489465.3271957701,693837.5728692005,130242.6877806815,68617.49466666668,63479.12000000001,60998.6816,78291.65760000002,11688.345153758144,173418.38872563659,140164.72819139302,134682.04179577008,225456.1998692005,63624.55542784087,2.477068611663068,2.3214316527955154,2.144352093245975,2.8720399136271824,0.4743570734528594,1.6999456865837035,1.7131556586249685,1.593482256598374,1.8011251277525273,0.13028005950357952
StoneBr,20000,3.0,482552.78125,491582.78125,392206.50625,569287.05625,110951.28385548617,632744.7802014307,647837.9215703694,533529.2772650443,725923.0265902416,120954.43418078095,17551.522666666668,18987.872000000003,15021.2288,19507.2768,3067.328942895648,132640.476284764,137094.04984520958,126266.89852001234,137232.62462533746,7864.304208160685,7.672566269733122,7.22920758684119,7.03093725418717,8.491538758435848,0.9903371513713908,1.3195406395756588,1.3178612967749659,1.276553653775523,1.3631993624960714,0.054173093560678905
StoneBr,50000,3.0,482552.78125,491582.78125,392206.50625,569287.05625,110951.28385548617,692912.3015949281,710799.1184349844,601333.1427657974,777336.7336880363,111087.5664480375,48649.12333333333,48646.538,47977.1924,49322.08840000001,840.5629819123262,161710.39701159482,157113.23534850066,156711.82667073968,168547.8320176876,8400.802176580342,3.3263764809780816,3.2193755391452408,3.1835419003934238,3.5120114382958763,0.22523833237663868,1.4523313572326828,1.4459398204053437,1.3681122873684755,1.5391070418278254,0.10701496938075306
StoneBr,100000,3.0,482552.78125,491582.78125,392206.50625,569287.05625,110951.28385548617,728959.2358170705,732634.5108662068,629015.4323731723,827432.929241314,124051.77495369887,76676.40866666668,74316.09600000002,63860.10880000001,90436.83360000001,16735.753815664513,169730.04590040373,167952.39083509066,162736.18156694903,177434.97225998362,9314.84362912246,2.295306390986093,2.1722364055549095,1.8567628735018893,2.78307790264277,0.5886757776115532,1.5259470849404397,1.4903583665059603,1.45467239809066,1.6114572591640115,0.10272323608058834
Timber,20000,3.0,351178.0104166667,336870.90625,307647.10625,400431.75625,59299.30133877571,505324.2040222981,491173.1091108691,483724.46427227,532584.3817368977,32904.80012273208,16760.28933333333,19812.283999999985,12356.907999999996,19942.8728,5428.189986727188,137385.90427229807,134326.6828608691,112307.6942868977,163687.80282227,32221.671894322746,9.471488135580477,6.724565010616448,5.657508042388407,14.384237478758159,5.950424519787749,1.4555189484120774,1.4580455005109814,1.3349116219913293,1.5751156539932638,0.15014346426283362
Timber,50000,3.0,351178.0104166667,336870.90625,307647.10625,400431.75625,59299.30133877571,531017.2930910005,526333.2182696899,490756.4861040342,573151.7300064912,51656.550918112196,35061.142666666674,44708.84000000001,17336.2192,48926.9872,21439.290244073043,144778.1400076672,144753.4720196899,123792.98655649122,165773.16065403415,26237.617508063042,7.302927262877017,3.23769241205296,2.545085507038197,13.686862959045461,7.80297876873839,1.523872924056428,1.5624181504088852,1.436337573599028,1.5959901839728448,0.10521845984949063
Timber,100000,3.0,351178.0104166667,336870.90625,307647.10625,400431.75625,59299.30133877571,547304.3665474044,526333.2182696899,490756.4861040342,612240.7063018607,78069.50717259236,48805.42266666666,44708.84000000001,17336.2192,81913.25919999999,40516.27525552076,147320.9334640712,144753.4720196899,129895.69085186074,165773.16065403415,22533.38848451791,6.973398806501913,3.23769241205296,1.7542172117379464,13.686862959045461,8.129388211157952,1.5629942644586787,1.5624181504088852,1.5302287905644298,1.5959901839728448,0.04110389905671384
Veenker,20000,3.0,358602.6875,367621.09375,295610.41875,417987.59375,76883.45921816074,516809.6036186972,596660.251612074,400405.5183745646,601273.429665479,143328.29404560788,14099.733333333332,18504.2,7216.84,19220.84,8416.472017023127,144107.18278536384,146681.03286207397,84807.4746245646,202377.35091547907,73514.97307935786,11.67566818942909,11.689315421841005,8.386565470433107,14.959312015460306,4.107983592353459,1.4300123670008826,1.385715393660238,1.2896273053148781,1.5881162180231447,0.19045904349372614
Veenker,50000,3.0,358602.6875,367621.09375,295610.41875,417987.59375,76883.45921816074,535624.6715371542,613562.9841969624,403786.0648915423,636287.9531188427,160224.37727019956,21372.17866666667,25722.608000000007,8660.521600000002,32343.664,15273.925978462163,155649.80537048748,157261.15744696243,86923.49954154229,223731.57036884272,85516.43079986521,9.6532867997252,7.0693162325386485,6.304849648725185,14.035312177599835,5.324607760757069,1.4789520070991218,1.4249711957260187,1.2974784657280343,1.6820178730194506,0.24484154435294897
Veenker,100000,3.0,358602.6875,367621.09375,295610.41875,417987.59375,76883.45921816074,535624.6715371542,613562.9841969624,403786.0648915423,636287.9531188427,160224.37727019956,21372.17866666667,25722.608000000007,8660.521600000002,32343.664,15273.925978462163,155649.80537048748,157261.15744696243,86923.49954154229,223731.57036884272,85516.43079986521,9.6532867997252,7.0693162325386485,6.304849648725185,14.035312177599835,5.324607760757069,1.4789520070991218,1.4249711957260187,1.2974784657280343,1.6820178730194506,0.24484154435294897
