combo,count
Bedroom AbvGr + Garage Cond,2
Bedroom AbvGr + Garage Cars,2
1st Flr SF + Bsmt Qual,2
1st Flr SF + Bsmt Unf SF,2
1st Flr SF + BsmtFin SF 1,2
1st Flr SF + Exter Cond,2
1st Flr SF + Exter Qual,2
1st Flr SF + Fireplace Qu,2
1st Flr SF + Garage Cars,2
1st Flr SF + Garage Cond,2
1st Flr SF + Garage Qual,2
1st Flr SF + Gr Liv Area,2
1st Flr SF + Heating QC,2
1st Flr SF + Kitchen Qual,2
1st Flr SF + Low Qual Fin SF,2
1st Flr SF + Utilities,2
Bedroom AbvGr + Bsmt Cond,2
Bedroom AbvGr + Bsmt Qual,2
Bedroom AbvGr + Bsmt Unf SF,2
Bedroom AbvGr + BsmtFin SF 1,2
Bedroom AbvGr + Exter Cond,2
Bedroom AbvGr + Exter Qual,2
Bedroom AbvGr + Fireplace Qu,2
Bsmt Qual + Fireplace Qu,2
Bsmt Qual + Garage Cond,2
Fireplace Qu + Garage Cars,2
Exter Cond + Kitchen Qual,2
BsmtFin SF 1 + Kitchen Qual,2
BsmtFin SF 1 + Low Qual Fin SF,2
BsmtFin SF 1 + Utilities,2
Exter Cond + Exter Qual,2
Exter Cond + Fireplace Qu,2
Exter Cond + Garage Cars,2
Exter Cond + Garage Cond,2
Exter Cond + Garage Qual,2
Exter Cond + Gr Liv Area,2
Exter Cond + Heating QC,2
Exter Cond + Low Qual Fin SF,2
Bsmt Qual + Garage Qual,2
Exter Cond + Utilities,2
Exter Qual + Fireplace Qu,2
Exter Qual + Garage Cars,2
Exter Qual + Garage Cond,2
Exter Qual + Garage Qual,2
Exter Qual + Gr Liv Area,2
Exter Qual + Heating QC,2
Exter Qual + Kitchen Qual,2
Exter Qual + Low Qual Fin SF,2
Exter Qual + Utilities,2
BsmtFin SF 1 + Heating QC,2
BsmtFin SF 1 + Gr Liv Area,2
BsmtFin SF 1 + Garage Qual,2
BsmtFin SF 1 + Garage Cond,2
Bsmt Qual + Gr Liv Area,2
Bsmt Qual + Heating QC,2
Bsmt Qual + Kitchen Qual,2
Bsmt Qual + Low Qual Fin SF,2
Bsmt Qual + Utilities,2
Bsmt Unf SF + BsmtFin SF 1,2
Bsmt Unf SF + Exter Cond,2
Bsmt Unf SF + Exter Qual,2
Bsmt Unf SF + Fireplace Qu,2
Bsmt Unf SF + Garage Cars,2
Bsmt Unf SF + Garage Cond,2
Bsmt Unf SF + Garage Qual,2
Bsmt Unf SF + Gr Liv Area,2
Bsmt Unf SF + Heating QC,2
Bsmt Unf SF + Kitchen Qual,2
Bsmt Unf SF + Low Qual Fin SF,2
Bsmt Unf SF + Utilities,2
BsmtFin SF 1 + Exter Cond,2
BsmtFin SF 1 + Exter Qual,2
BsmtFin SF 1 + Fireplace Qu,2
BsmtFin SF 1 + Garage Cars,2
1st Flr SF + Exter Cond + Fireplace Qu,2
1st Flr SF + Exter Cond + Garage Cond,2
Bsmt Cond + Exter Cond + Utilities,2
Bedroom AbvGr + Garage Cond + Kitchen Qual,2
Bedroom AbvGr + Garage Cars + Garage Cond,2
Bedroom AbvGr + Garage Cars + Garage Qual,2
Bedroom AbvGr + Garage Cars + Gr Liv Area,2
Bedroom AbvGr + Garage Cars + Heating QC,2
Bedroom AbvGr + Garage Cars + Kitchen Qual,2
Bedroom AbvGr + Garage Cars + Low Qual Fin SF,2
Bedroom AbvGr + Garage Cars + Utilities,2
Bedroom AbvGr + Garage Cond + Garage Qual,2
Bedroom AbvGr + Garage Cond + Gr Liv Area,2
Bedroom AbvGr + Garage Cond + Heating QC,2
Bedroom AbvGr + Garage Cond + Low Qual Fin SF,2
Bedroom AbvGr + Heating QC + Low Qual Fin SF,2
Bedroom AbvGr + Garage Cond + Utilities,2
Bedroom AbvGr + Garage Qual + Gr Liv Area,2
Bedroom AbvGr + Garage Qual + Heating QC,2
Bedroom AbvGr + Garage Qual + Kitchen Qual,2
Bedroom AbvGr + Garage Qual + Low Qual Fin SF,2
Bedroom AbvGr + Garage Qual + Utilities,2
Bedroom AbvGr + Gr Liv Area + Heating QC,2
Bedroom AbvGr + Gr Liv Area + Kitchen Qual,2
Bedroom AbvGr + Gr Liv Area + Low Qual Fin SF,2
Bedroom AbvGr + Gr Liv Area + Utilities,2
Bedroom AbvGr + Fireplace Qu + Utilities,2
Bedroom AbvGr + Fireplace Qu + Low Qual Fin SF,2
Bedroom AbvGr + Fireplace Qu + Kitchen Qual,2
Bedroom AbvGr + Fireplace Qu + Heating QC,2
Bedroom AbvGr + Exter Cond + Garage Cars,2
Bedroom AbvGr + Exter Cond + Garage Cond,2
Bedroom AbvGr + Exter Cond + Garage Qual,2
Bedroom AbvGr + Exter Cond + Gr Liv Area,2
Bedroom AbvGr + Exter Cond + Heating QC,2
Bedroom AbvGr + Exter Cond + Kitchen Qual,2
Bedroom AbvGr + Exter Cond + Low Qual Fin SF,2
Bedroom AbvGr + Exter Cond + Utilities,2
Bedroom AbvGr + Exter Qual + Fireplace Qu,2
Bedroom AbvGr + Exter Qual + Garage Cars,2
Bedroom AbvGr + Exter Qual + Garage Cond,2
Bedroom AbvGr + Exter Qual + Garage Qual,2
Bedroom AbvGr + Exter Qual + Gr Liv Area,2
Bedroom AbvGr + Exter Qual + Heating QC,2
Bedroom AbvGr + Exter Qual + Kitchen Qual,2
Bedroom AbvGr + Exter Qual + Low Qual Fin SF,2
Bedroom AbvGr + Exter Qual + Utilities,2
Bedroom AbvGr + Fireplace Qu + Garage Cars,2
Bedroom AbvGr + Fireplace Qu + Garage Cond,2
Bedroom AbvGr + Fireplace Qu + Garage Qual,2
Bedroom AbvGr + Fireplace Qu + Gr Liv Area,2
Bedroom AbvGr + Heating QC + Kitchen Qual,2
Bedroom AbvGr + Heating QC + Utilities,2
Bedroom AbvGr + Exter Cond + Exter Qual,2
Bsmt Cond + BsmtFin SF 1 + Kitchen Qual,2
Bsmt Cond + Bsmt Unf SF + Low Qual Fin SF,2
Bsmt Cond + Bsmt Unf SF + Utilities,2
Bsmt Cond + BsmtFin SF 1 + Exter Cond,2
Bsmt Cond + BsmtFin SF 1 + Exter Qual,2
Bsmt Cond + BsmtFin SF 1 + Fireplace Qu,2
Bsmt Cond + BsmtFin SF 1 + Garage Cars,2
Bsmt Cond + BsmtFin SF 1 + Garage Cond,2
Bsmt Cond + BsmtFin SF 1 + Garage Qual,2
Bsmt Cond + BsmtFin SF 1 + Gr Liv Area,2
Bsmt Cond + BsmtFin SF 1 + Heating QC,2
Bsmt Cond + BsmtFin SF 1 + Low Qual Fin SF,2
Bedroom AbvGr + Kitchen Qual + Low Qual Fin SF,2
Bsmt Cond + BsmtFin SF 1 + Utilities,2
Bsmt Cond + Exter Cond + Exter Qual,2
Bsmt Cond + Exter Cond + Fireplace Qu,2
Bsmt Cond + Exter Cond + Garage Cars,2
Bsmt Cond + Exter Cond + Garage Cond,2
Bsmt Cond + Exter Cond + Garage Qual,2
Bsmt Cond + Exter Cond + Gr Liv Area,2
Bsmt Cond + Exter Cond + Heating QC,2
Bsmt Cond + Exter Cond + Kitchen Qual,2
Bsmt Cond + Exter Cond + Low Qual Fin SF,2
Bsmt Cond + Bsmt Unf SF + Kitchen Qual,2
Bsmt Cond + Bsmt Unf SF + Heating QC,2
Bsmt Cond + Bsmt Unf SF + Gr Liv Area,2
Bsmt Cond + Bsmt Unf SF + Garage Qual,2
Bedroom AbvGr + Kitchen Qual + Utilities,2
Bedroom AbvGr + Low Qual Fin SF + Utilities,2
Bsmt Cond + Bsmt Qual + Bsmt Unf SF,2
Bsmt Cond + Bsmt Qual + BsmtFin SF 1,2
Bsmt Cond + Bsmt Qual + Exter Cond,2
Bsmt Cond + Bsmt Qual + Exter Qual,2
Bsmt Cond + Bsmt Qual + Fireplace Qu,2
Bsmt Cond + Bsmt Qual + Garage Cars,2
Bsmt Cond + Bsmt Qual + Garage Cond,2
Bsmt Cond + Bsmt Qual + Garage Qual,2
Bsmt Cond + Bsmt Qual + Gr Liv Area,2
Bsmt Cond + Bsmt Qual + Heating QC,2
Bsmt Cond + Bsmt Qual + Kitchen Qual,2
Bsmt Cond + Bsmt Qual + Low Qual Fin SF,2
Bsmt Cond + Bsmt Qual + Utilities,2
Bsmt Cond + Bsmt Unf SF + BsmtFin SF 1,2
Bsmt Cond + Bsmt Unf SF + Exter Cond,2
Bsmt Cond + Bsmt Unf SF + Exter Qual,2
Bsmt Cond + Bsmt Unf SF + Fireplace Qu,2
Bsmt Cond + Bsmt Unf SF + Garage Cars,2
Bsmt Cond + Bsmt Unf SF + Garage Cond,2
Bedroom AbvGr + Exter Cond + Fireplace Qu,2
Bedroom AbvGr + BsmtFin SF 1 + Utilities,2
1st Flr SF + Exter Cond + Garage Qual,2
1st Flr SF + Garage Qual + Gr Liv Area,2
1st Flr SF + Garage Cars + Heating QC,2
1st Flr SF + Garage Cars + Kitchen Qual,2
1st Flr SF + Garage Cars + Low Qual Fin SF,2
1st Flr SF + Garage Cars + Utilities,2
1st Flr SF + Garage Cond + Garage Qual,2
1st Flr SF + Garage Cond + Gr Liv Area,2
1st Flr SF + Garage Cond + Heating QC,2
1st Flr SF + Garage Cond + Kitchen Qual,2
1st Flr SF + Garage Cond + Low Qual Fin SF,2
1st Flr SF + Garage Cond + Utilities,2
1st Flr SF + Garage Qual + Heating QC,2
1st Flr SF + Kitchen Qual + Utilities,2
1st Flr SF + Garage Qual + Kitchen Qual,2
1st Flr SF + Garage Qual + Low Qual Fin SF,2
1st Flr SF + Garage Qual + Utilities,2
1st Flr SF + Gr Liv Area + Heating QC,2
1st Flr SF + Gr Liv Area + Kitchen Qual,2
1st Flr SF + Gr Liv Area + Low Qual Fin SF,2
1st Flr SF + Gr Liv Area + Utilities,2
1st Flr SF + Heating QC + Kitchen Qual,2
1st Flr SF + Heating QC + Low Qual Fin SF,2
1st Flr SF + Heating QC + Utilities,2
1st Flr SF + Garage Cars + Gr Liv Area,2
1st Flr SF + Garage Cars + Garage Qual,2
1st Flr SF + Garage Cars + Garage Cond,2
1st Flr SF + Fireplace Qu + Utilities,2
1st Flr SF + Exter Cond + Gr Liv Area,2
1st Flr SF + Exter Cond + Heating QC,2
1st Flr SF + Exter Cond + Kitchen Qual,2
1st Flr SF + Exter Cond + Low Qual Fin SF,2
1st Flr SF + Exter Cond + Utilities,2
1st Flr SF + Exter Qual + Fireplace Qu,2
1st Flr SF + Exter Qual + Garage Cars,2
1st Flr SF + Exter Qual + Garage Cond,2
1st Flr SF + Exter Qual + Garage Qual,2
1st Flr SF + Exter Qual + Gr Liv Area,2
1st Flr SF + Exter Qual + Heating QC,2
1st Flr SF + Exter Qual + Kitchen Qual,2
1st Flr SF + Exter Qual + Low Qual Fin SF,2
1st Flr SF + Exter Qual + Utilities,2
1st Flr SF + Fireplace Qu + Garage Cars,2
1st Flr SF + Fireplace Qu + Garage Cond,2
1st Flr SF + Fireplace Qu + Garage Qual,2
1st Flr SF + Fireplace Qu + Gr Liv Area,2
1st Flr SF + Fireplace Qu + Heating QC,2
1st Flr SF + Fireplace Qu + Kitchen Qual,2
1st Flr SF + Fireplace Qu + Low Qual Fin SF,2
1st Flr SF + Kitchen Qual + Low Qual Fin SF,2
1st Flr SF + Low Qual Fin SF + Utilities,2
Bedroom AbvGr + BsmtFin SF 1 + Low Qual Fin SF,2
Bedroom AbvGr + Bsmt Unf SF + Kitchen Qual,2
Bedroom AbvGr + Bsmt Qual + Utilities,2
Bedroom AbvGr + Bsmt Unf SF + BsmtFin SF 1,2
Bedroom AbvGr + Bsmt Unf SF + Exter Cond,2
Bedroom AbvGr + Bsmt Unf SF + Exter Qual,2
Bedroom AbvGr + Bsmt Unf SF + Fireplace Qu,2
Bedroom AbvGr + Bsmt Unf SF + Garage Cars,2
Bedroom AbvGr + Bsmt Unf SF + Garage Cond,2
Bedroom AbvGr + Bsmt Unf SF + Garage Qual,2
Bedroom AbvGr + Bsmt Unf SF + Gr Liv Area,2
Bedroom AbvGr + Bsmt Unf SF + Heating QC,2
Bedroom AbvGr + Bsmt Unf SF + Low Qual Fin SF,2
Bedroom AbvGr + Bsmt Cond + Bsmt Qual,2
Bedroom AbvGr + Bsmt Unf SF + Utilities,2
Bedroom AbvGr + BsmtFin SF 1 + Exter Cond,2
Bedroom AbvGr + BsmtFin SF 1 + Exter Qual,2
Bedroom AbvGr + BsmtFin SF 1 + Fireplace Qu,2
Bedroom AbvGr + BsmtFin SF 1 + Garage Cars,2
Bedroom AbvGr + BsmtFin SF 1 + Garage Cond,2
Bedroom AbvGr + BsmtFin SF 1 + Garage Qual,2
Bedroom AbvGr + BsmtFin SF 1 + Gr Liv Area,2
Bedroom AbvGr + BsmtFin SF 1 + Heating QC,2
Bedroom AbvGr + BsmtFin SF 1 + Kitchen Qual,2
Bedroom AbvGr + Bsmt Qual + Low Qual Fin SF,2
Bedroom AbvGr + Bsmt Qual + Kitchen Qual,2
Bedroom AbvGr + Bsmt Qual + Heating QC,2
Bedroom AbvGr + Bsmt Qual + Gr Liv Area,2
Bedroom AbvGr + Bsmt Cond + Bsmt Unf SF,2
Bedroom AbvGr + Bsmt Cond + BsmtFin SF 1,2
Bedroom AbvGr + Bsmt Cond + Exter Cond,2
Bedroom AbvGr + Bsmt Cond + Exter Qual,2
Bedroom AbvGr + Bsmt Cond + Fireplace Qu,2
Bedroom AbvGr + Bsmt Cond + Garage Cars,2
Bedroom AbvGr + Bsmt Cond + Garage Cond,2
Bedroom AbvGr + Bsmt Cond + Garage Qual,2
Bedroom AbvGr + Bsmt Cond + Gr Liv Area,2
Bedroom AbvGr + Bsmt Cond + Heating QC,2
Bedroom AbvGr + Bsmt Cond + Kitchen Qual,2
Bedroom AbvGr + Bsmt Cond + Low Qual Fin SF,2
Bedroom AbvGr + Bsmt Cond + Utilities,2
Bedroom AbvGr + Bsmt Qual + Bsmt Unf SF,2
Bedroom AbvGr + Bsmt Qual + BsmtFin SF 1,2
Bedroom AbvGr + Bsmt Qual + Exter Cond,2
Bedroom AbvGr + Bsmt Qual + Exter Qual,2
Bedroom AbvGr + Bsmt Qual + Fireplace Qu,2
Bedroom AbvGr + Bsmt Qual + Garage Cars,2
Bedroom AbvGr + Bsmt Qual + Garage Cond,2
Bedroom AbvGr + Bsmt Qual + Garage Qual,2
Kitchen Qual + Low Qual Fin SF + Utilities,2
